Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Ryan O'Reilly,HIG,F,37,7,4,4,3,3,4,3,1,9,4,2,1,2,1
Brent Seabrook,HIG,D,7,10,5,4,3,4,3,3,0,7,2,6,3,4,3
Chris Pronger,HIG,D,20,10,4,3,4,6,4,6,1,12,3,4,4,4,5
Zach Bogosian,HIG,D,4,7,4,3,2,2,2,3,0,3,1,6,2,2,2
Steve Sullivan,ING,F,26,3,4,4,4,4,2,1,0,15,3,5,1,4,1
Patrick Kane,ING,F,88,2,6,5,5,4,5,3,1,12,4,2,2,5,2
Dainius Zubrus,ING,F,8,11,3,3,4,2,3,3,1,12,3,2,1,4,3
Jaromir Jagr,ING,F,68,12,5,4,6,3,4,2,1,11,5,3,3,5,1
Pavel Datsyuk,ING,F,13,7,5,4,5,4,5,3,1,12,6,2,1,5,1
Drew Doughty,ING,D,8,7,5,4,3,5,3,3,0,6,3,6,3,3,3
Pavel Kubina,ING,D,13,14,3,3,3,4,4,4,0,12,3,3,2,4,2
Erik Karlsson,ING,D,65,4,6,5,3,2,5,3,0,13,3,6,3,4,3
Justin Abdelkader,ITA,F,8,6,4,6,2,4,2,3,1,3,2,2,3,2,3
Aaron Volpatti,ITA,F,54,9,5,4,1,2,4,3,1,10,6,2,1,1,1
Mats Zuccarello,ITA,F,36,4,5,5,3,4,3,3,1,11,3,2,1,3,1
Darren Helm,ITA,F,43,4,5,3,3,4,3,3,1,4,3,2,1,3,1
Michael Grabner,ITA,F,40,4,4,4,4,4,4,3,1,8,5,2,1,3,1
Jeff Petry,ITA,D,58,7,6,4,1,2,2,3,0,11,1,6,1,2,1
Dennis Wideman,ITA,D,6,7,5,4,3,2,3,3,0,6,2,6,3,3,3
Braydon Coburn,ITA,D,5,10,5,4,2,5,2,3,1,1,1,6,3,2,3
Evgeni Malkin,KAR,F,71,6,5,4,4,3,4,3,1,11,3,2,2,4,2
Alex Ovechkin,KAR,F,8,12,5,5,5,5,6,3,0,13,3,2,3,5,3
Nazem Kadri,KAR,F,43,3,4,4,3,3,3,3,1,9,2,2,1,3,1
Blake Wheeler,KAR,F,26,5,5,4,3,4,4,3,0,6,4,2,3,3,3
Derek Roy,KAR,F,9,6,5,4,5,3,5,3,1,12,4,4,1,5,1
Christian Ehrhoff,KAR,D,5,7,4,4,3,6,4,3,1,8,3,6,3,4,3
John Carlson,KAR,D,74,8,4,4,3,6,3,3,0,9,2,6,3,3,3
Brent Burns,KAR,D,55,9,4,5,3,3,4,4,0,9,3,2,3,3,3
Alexander Steen,MHA,F,20,8,5,4,4,3,4,3,1,9,3,2,2,4,2
Jordan Staal,MHA,F,11,10,4,4,4,4,4,3,1,10,4,2,2,4,2
Mikael Samuelsson,MHA,F,26,9,3,4,4,5,4,3,0,8,3,2,3,4,3
Jussi Jokinen,MHA,F,36,6,5,4,4,3,5,3,1,9,5,2,2,4,2
Tanner Glass,MHA,F,15,7,5,3,1,4,2,3,1,2,2,2,3,1,3
Roman Hamrlik,MHA,D,44,9,3,4,3,4,4,3,1,12,3,2,2,4,2
Cody Franson,MHA,D,4,9,3,4,3,6,3,3,0,4,2,6,2,3,2
Wade Redden,MHA,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Kessel,MHT,F,81,5,4,4,4,3,3,3,0,11,3,2,2,3,2
Tyler Bozak,MHT,F,42,6,5,3,3,3,3,3,0,4,4,2,1,2,1
Chris Stewart,MHT,F,25,11,4,4,4,2,5,3,0,10,6,2,3,3,3
Sergei Kostitsyn,MHT,F,74,6,6,5,3,5,2,3,1,8,0,2,2,3,2
Jeff Skinner,MHT,F,53,5,5,5,4,4,4,3,1,9,5,2,3,3,3
Matt Taormina,MHT,D,20,5,5,4,2,2,3,3,1,10,3,6,1,2,1
Mark Giordano,MHT,D,5,7,5,4,3,3,3,3,1,6,2,6,3,4,3
Peter Harrold,MHT,D,5,6,5,4,2,2,3,3,0,10,3,6,1,2,1
Jarome Iginla,MGG,F,12,8,5,5,4,2,4,4,0,12,5,2,4,3,4
Matt Cullen,MGG,F,7,7,2,4,3,3,2,2,1,12,3,4,1,4,2
Tomas Fleischmann,MGG,F,14,6,5,4,4,3,4,3,1,10,4,2,2,4,2
Patrick Marleau,MGG,F,19,10,5,6,5,4,2,2,1,12,4,2,1,3,2
Ryan Getzlaf,MGG,F,15,10,5,5,5,4,5,3,0,13,5,2,3,6,3
Brian Campbell,MGG,D,51,6,5,4,3,6,4,3,1,10,2,6,2,3,2
Chris Phillips,MGG,D,4,9,4,4,3,5,3,4,1,9,3,6,2,1,2
P.K. Subban,MGG,D,76,8,5,5,3,3,6,3,0,11,3,5,4,3,4
Jordan Eberle,NBK,F,14,5,5,4,3,3,4,3,0,10,4,2,2,3,2
Milan Michalek,NBK,F,9,10,5,4,3,2,4,3,1,7,4,2,3,3,3
Ray Whitney,NBK,F,13,5,4,4,4,2,3,1,0,12,4,5,0,4,1
Logan Couture,NBK,F,39,6,5,4,4,4,4,3,1,8,4,2,3,3,3
Claude Giroux,NBK,F,28,5,5,4,4,4,5,3,0,11,5,2,3,5,3
Duncan Keith,NBK,D,2,6,5,4,3,4,3,3,1,6,2,6,2,4,2
Ryan McDonagh,NBK,D,27,9,3,3,2,5,2,3,1,7,2,6,1,2,1
Taylor Chorney,NBK,D,41,7,4,4,3,2,3,3,1,11,3,6,1,3,1
John Tavares,OCW,F,91,6,5,5,4,2,4,3,1,13,4,2,3,4,3
T.J. Oshie,OCW,F,74,3,5,4,4,4,4,3,0,10,4,2,1,4,1
Alexander Semin,OCW,F,28,8,5,5,4,4,4,3,0,10,5,2,3,3,3
David Krejci,OCW,F,46,4,5,4,4,5,4,3,0,10,3,2,2,5,2
Patrice Bergeron,OCW,F,37,6,5,5,4,4,3,3,0,14,2,5,2,4,3
Shea Weber,OCW,D,6,9,5,5,3,6,6,3,0,7,4,6,3,3,3
Alex Pietrangelo,OCW,D,27,8,4,4,3,6,5,3,0,9,3,6,2,3,2
Kimmo Timonen,OCW,D,44,7,5,4,4,4,4,1,1,12,4,2,0,5,1
Marian Hossa,PIT,F,18,9,5,4,5,4,4,1,1,15,4,1,2,2,2
Ales Hemsky,PIT,F,83,6,5,4,4,2,5,3,0,11,5,2,2,4,2
Brad Marchand,PIT,F,63,5,5,5,3,5,4,3,1,10,5,2,3,3,3
Ryan Callahan,PIT,F,24,5,5,4,4,3,4,3,0,10,4,2,3,4,3
Derick Brassard,PIT,F,16,5,5,5,3,3,3,3,1,8,3,2,3,3,3
Clay Wilson,PIT,D,21,6,5,4,3,2,4,3,1,10,5,6,1,2,1
Erik Johnson,PIT,D,6,10,3,2,3,2,3,3,0,4,2,6,3,3,3
Tomas Kaberle,PIT,D,15,7,4,4,4,4,4,2,1,12,4,4,1,5,1
Milan Hejduk,PRO,F,23,6,4,4,4,2,3,1,0,15,5,3,0,3,2
Mike Modano,PRO,F,9,8,3,5,4,4,2,0,1,12,2,0,1,4,1
Tomas Plekanec,PRO,F,14,7,5,4,4,4,4,3,1,9,3,5,3,4,3
Thomas Vanek,PRO,F,26,8,5,4,4,4,5,3,0,11,5,2,2,4,2
James VanRiemsdyk,PRO,F,21,7,4,4,3,4,4,3,1,10,4,2,3,3,3
Andrew Ference,PRO,D,3,6,3,3,3,4,3,4,1,9,3,3,2,3,3
Dan Boyle,PRO,D,22,6,5,4,4,4,2,1,0,9,1,6,1,4,4
Matt Niskanen,PRO,D,2,6,5,3,1,3,2,3,0,3,1,6,3,2,3
Ryan Smyth,RIC,F,94,7,4,4,4,3,4,4,1,9,3,4,4,4,4
Rick Nash,RIC,F,61,9,5,5,4,3,4,3,1,10,4,2,3,4,3
Jason Pominville,RIC,F,29,5,5,4,4,4,4,3,0,9,4,5,1,4,1
Joe Thornton,RIC,F,19,11,3,5,4,4,5,3,1,10,5,2,3,5,3
Kyle Okposo,RIC,F,21,6,4,4,3,2,3,3,0,11,3,2,3,3,3
Derek Morris,RIC,D,53,10,4,4,3,4,5,4,0,9,1,4,2,4,2
Andrei Markov,RIC,D,79,8,4,4,4,4,4,3,1,12,4,4,1,5,2
Ryan Suter,RIC,D,20,7,5,4,3,6,3,3,1,9,2,6,3,4,3
Jamie Langenbrunner,ROC,F,15,8,3,3,4,4,4,4,0,6,3,5,3,4,4
Vaclav Prospal,ROC,F,20,7,3,4,4,3,3,1,1,15,4,3,0,4,2
Pascal Dupuis,ROC,F,9,8,2,4,3,4,3,2,1,12,1,2,1,2,2
Lauri Korpikoski,ROC,F,28,6,5,4,3,4,5,3,1,6,6,2,2,3,2
Tuomo Ruutu,ROC,F,15,7,5,4,4,3,4,3,1,8,4,2,3,4,3
Bryan McCabe,ROC,D,24,10,3,3,4,3,5,5,1,12,3,2,3,4,5
Joseph Corvo,ROC,D,77,8,4,3,3,3,4,2,0,12,2,2,1,4,2
Kyle Cumiskey,ROC,D,10,5,5,4,3,2,3,3,1,10,2,6,1,3,1
Ryan Kesler,SAG,F,17,8,5,5,4,5,4,3,0,10,5,2,3,3,3
Daniel Briere,SAG,F,48,5,5,4,5,2,3,1,0,15,4,3,0,4,2
Chris Kunitz,SAG,F,14,6,3,4,4,4,5,3,1,12,4,4,3,3,3
David Backes,SAG,F,42,10,5,5,4,4,4,3,0,9,5,2,3,3,3
Teemu Selanne,SAG,F,8,8,3,5,5,2,3,1,0,12,5,3,0,3,1
Ryan Whitney,SAG,D,6,9,5,5,4,3,4,3,1,11,2,6,3,5,3
Keith Yandle,SAG,D,3,6,4,4,4,6,3,3,1,8,2,6,3,4,3
Tobias Enstrom,SAG,D,39,5,4,4,3,3,4,1,1,12,3,3,1,5,1
Patrick Sharp,SHS,F,10,7,4,4,4,4,4,3,0,11,4,2,3,4,3
Andy McDonald,SHS,F,7,5,4,5,4,4,4,3,1,11,4,2,2,4,2
Jamie Benn,SHS,F,14,5,5,4,4,3,4,3,1,10,4,2,3,4,3
Eric Staal,SHS,F,12,8,5,5,4,3,4,3,1,11,4,2,3,4,3
Bryan Little,SHS,F,18,7,3,4,3,3,4,3,0,8,4,2,3,3,3
Marc-Edouard Vlasic,SHS,D,44,6,5,4,2,5,2,3,1,7,2,6,2,2,2
Andrej Sekera,SHS,D,5,6,5,4,3,5,3,3,1,4,2,6,3,3,3
Kevin Shattenkirk,SHS,D,8,6,4,4,3,2,4,3,0,8,3,6,3,4,3
Milan Lucic,SVF,F,17,10,4,4,4,4,5,3,1,9,6,2,4,3,4
Dustin Brown,SVF,F,23,7,5,4,4,4,4,3,0,8,4,5,3,3,3
Mikko Koivu,SVF,F,9,8,5,5,4,3,4,3,1,10,3,2,3,5,3
Brayden Schenn,SVF,F,10,6,4,3,2,2,2,3,1,5,0,2,1,3,0
Patrik Elias,SVF,F,26,7,4,4,5,3,3,1,1,15,3,2,0,4,1
Ed Jovanovski,SVF,D,55,9,4,4,4,4,4,5,1,12,1,3,3,4,5
Adrian Aucoin,SVF,D,33,9,4,3,3,4,5,2,0,12,3,2,1,4,1
Alexander Edler,SVF,D,5,10,5,5,3,5,3,3,1,9,2,6,2,4,2
Daniel Sedin,SUM,F,22,6,5,5,5,4,4,1,1,15,4,3,2,4,1
Henrik Sedin,SUM,F,33,6,5,5,6,4,4,1,1,15,4,3,2,4,1
Jiri Tlusty,SUM,F,19,8,3,3,2,3,3,3,1,5,4,2,1,2,1
Derek Stepan,SUM,F,21,5,4,5,3,5,4,3,0,6,4,2,2,3,2
Tyler Ennis,SUM,F,63,2,4,4,3,4,3,3,1,7,3,2,2,3,2
Johnny Boychuk,SUM,D,55,10,5,4,2,6,2,3,0,3,1,6,3,2,3
Marc Staal,SUM,D,18,8,5,4,3,5,3,3,1,4,2,6,3,3,3
Alec Martinez,SUM,D,53,8,4,4,2,5,3,3,1,7,3,6,2,2,2
David Desharnais,TAI,F,58,4,5,4,3,3,4,3,1,9,5,2,1,3,1
Valtteri Filppula,TAI,F,51,6,5,4,4,5,5,1,1,9,5,2,1,4,1
Taylor Hall,TAI,F,4,5,5,5,3,3,4,3,1,11,4,2,2,3,2
Mike Fisher,TAI,F,12,9,4,3,3,3,2,2,0,10,3,4,2,2,3
Matt Duchene,TAI,F,9,7,5,5,4,3,5,3,1,10,5,2,3,4,3
Lubomir Visnovsky,TAI,D,17,6,5,4,4,3,4,1,1,12,3,3,0,5,1
Jack Hillen,TAI,D,38,6,5,4,3,3,3,3,1,5,2,6,3,3,3
James Wisniewski,TAI,D,20,8,5,4,4,4,3,3,0,8,2,6,3,4,3
Todd Bertuzzi,TEG,F,44,12,3,4,4,2,4,5,1,6,2,3,5,3,5
Alexei Kovalev,TEG,F,72,10,4,4,4,1,3,2,1,15,5,2,0,4,1
Justin Williams,TEG,F,14,7,4,5,4,3,2,2,0,9,2,4,1,3,1
Tim Connolly,TEG,F,12,6,5,4,5,2,3,1,0,15,3,2,0,5,1
Steven Stamkos,TEG,F,91,7,5,5,5,3,6,3,0,13,5,2,3,4,3
Brad Stuart,TEG,D,23,9,3,4,3,4,4,4,1,9,1,2,3,4,4
Brian Rafalski,TEG,D,28,7,5,4,5,4,0,1,0,11,1,5,1,5,2
Dion Phaneuf,TEG,D,3,9,5,4,3,3,3,3,1,6,2,5,3,3,3
Evander Kane,TBP,F,9,6,5,4,3,2,4,3,1,11,3,2,3,3,3
Olli Jokinen,TBP,F,13,10,2,4,4,2,5,4,1,12,2,3,4,3,3
Marc Savard,TBP,F,91,7,5,4,5,2,3,2,1,15,3,3,0,5,2
Jeff Carter,TBP,F,17,7,5,4,4,5,4,3,0,10,4,2,3,3,3
Anze Kopitar,TBP,F,11,10,5,5,5,5,5,3,1,12,4,2,2,5,2
Anton Stralman,TBP,D,6,5,5,3,3,2,2,3,0,7,1,6,2,3,2
Alex Goligoski,TBP,D,3,5,5,4,3,3,3,3,0,6,3,6,3,3,3
Jay Bouwmeester,TBP,D,4,9,5,4,2,4,2,3,1,9,1,6,3,3,3
Shane Doan,VHV,F,19,10,4,4,4,4,4,5,0,9,4,2,4,3,4
Mike Cammalleri,VHV,F,13,5,4,4,4,3,4,3,1,9,3,2,3,4,3
Alexandre Burrows,VHV,F,14,6,4,4,4,5,5,3,1,8,6,2,3,3,3
Mike Ribeiro,VHV,F,63,4,5,4,5,3,2,2,1,13,3,5,2,5,2
Henrik Zetterberg,VHV,F,40,6,3,4,5,3,4,3,1,12,3,2,3,5,3
Kevin Bieksa,VHV,D,3,8,4,4,3,6,3,3,0,5,2,6,3,3,3
Willie Mitchell,VHV,D,33,8,4,3,3,5,3,4,1,9,3,6,3,4,3
Nicklas Lidstrom,VHV,D,5,6,4,4,4,5,4,3,1,9,3,6,2,4,2
Jarret Stoll,WDY,F,28,7,5,4,3,4,4,3,0,11,4,2,3,3,3
Simon Gagne,WDY,F,12,7,5,6,4,3,3,3,1,10,3,4,1,3,2
Andrew Ladd,WDY,F,16,7,5,4,4,3,4,3,1,9,5,2,3,3,3
Jakub Voracek,WDY,F,93,5,4,4,3,3,3,3,1,7,3,2,2,3,2
Nicklas Backstrom,WDY,F,19,5,5,5,4,4,4,3,1,10,3,2,3,5,3
Mattias Ohlund,WDY,D,5,10,3,3,3,4,3,3,1,12,4,2,1,4,1
Grant Clitsome,WDY,D,44,8,5,4,3,3,4,3,1,10,3,6,1,4,1
Matt Carle,WDY,D,25,8,5,4,3,6,3,3,1,5,1,6,2,4,2
