Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Duncan Keith,NBK,D,2,6,4,4,3,6,3,3,1,7,2,6,3,4,3
Ryan McDonagh,NBK,D,27,9,4,4,3,5,3,3,1,6,2,6,3,3,3
Roman Josi,NBK,D,59,7,5,5,3,3,3,3,1,11,2,6,1,3,1
John Tavares,OCW,F,91,6,5,5,5,3,5,3,1,13,6,2,2,3,2
T.J. Oshie,OCW,F,74,3,5,4,4,3,4,3,0,9,4,2,2,3,2
Alex Galchenyuk,OCW,F,28,8,6,6,2,4,3,1,1,15,3,6,1,2,1
David Krejci,OCW,F,46,4,5,4,4,4,4,3,0,9,4,2,3,4,3
Patrice Bergeron,OCW,F,37,6,5,5,4,6,3,3,0,12,2,5,2,5,3
Shea Weber,OCW,D,6,9,4,4,3,6,3,3,0,7,3,6,3,3,3
Alex Pietrangelo,OCW,D,27,8,4,4,3,4,5,3,0,9,2,6,2,3,2
Keith Yandle,OCW,D,3,6,5,4,3,4,3,3,1,8,3,5,4,3,4
Marian Hossa,PIT,F,18,9,5,4,5,4,4,1,1,15,4,2,2,3,2
Mika Zibanejad,PIT,F,93,7,4,5,3,5,3,3,0,11,3,2,1,3,1
Brad Marchand,PIT,F,63,5,5,4,4,4,5,3,1,10,6,2,3,3,3
Ryan Callahan,PIT,F,24,5,5,4,4,4,4,3,0,9,4,2,2,3,2
Jakob Silfverberg,PIT,F,33,5,6,6,2,4,2,0,0,13,2,6,0,1,0
Jordan Leopold,PIT,D,3,7,4,4,4,4,4,2,1,12,2,2,1,4,2
Erik Johnson,PIT,D,6,10,5,4,1,3,3,3,0,6,3,6,2,2,2
Tomas Kaberle,PIT,D,15,8,3,4,3,3,4,2,1,12,2,4,0,4,1
Milan Hejduk,PRO,F,23,6,5,4,4,2,3,1,0,15,5,3,0,3,2
Chris Kunitz,PRO,F,15,6,2,5,5,4,5,3,1,11,4,5,3,4,3
Tomas Plekanec,PRO,F,14,7,5,4,4,4,4,3,1,9,4,5,3,3,3
Thomas Vanek,PRO,F,26,8,5,4,5,3,5,3,0,12,6,2,3,4,3
James Van Riemsdyk,PRO,F,21,7,5,4,4,3,4,3,1,8,4,2,3,3,3
Andrew Ference,PRO,D,22,6,3,3,3,4,3,4,1,9,3,3,2,3,3
Andy Greene,PRO,D,75,6,3,4,3,5,3,3,1,5,2,6,3,3,3
Hal Gill,PRO,D,2,14,2,2,3,5,3,5,1,9,2,6,4,3,5
Cory Conacher,RIC,F,94,5,6,5,2,3,3,1,1,15,4,6,1,2,1
Max Pacioretty,RIC,F,67,7,5,4,4,3,4,3,1,10,3,2,3,4,3
Jason Pominville,RIC,F,29,5,5,3,4,3,4,3,0,9,4,5,1,3,1
Joe Thornton,RIC,F,19,11,2,5,4,4,4,3,1,10,3,2,3,5,3
Kyle Okposo,RIC,F,21,6,5,4,3,3,3,3,0,7,2,2,3,3,3
Derek Morris,RIC,D,53,10,3,3,4,4,5,4,0,9,1,3,2,4,2
Andrei Markov,RIC,D,79,8,4,4,4,3,4,3,1,12,4,4,1,5,2
Ryan Suter,RIC,D,20,7,5,4,4,6,3,3,1,11,2,6,3,4,3
Ryan Nugent-Hopkins,ROC,F,93,3,5,5,3,3,3,3,1,13,2,2,1,4,1
Richard Panik,ROC,F,16,7,6,5,1,3,3,0,1,12,4,5,0,1,0
Nathan Horton,ROC,F,9,11,5,4,3,4,3,3,0,7,4,2,3,2,3
Bobby Ryan,ROC,F,28,9,5,4,4,4,4,3,0,8,4,2,2,3,2
Valtteri Filppula,ROC,F,13,6,4,3,3,4,3,3,1,7,4,2,1,2,1
Chris Pronger,ROC,D,44,10,4,3,4,6,5,6,1,12,3,4,4,4,5
Brian Campbell,ROC,D,14,6,5,4,4,1,3,2,1,11,3,6,2,4,1
Jonas Brodin,ROC,D,5,6,5,5,1,4,1,0,1,10,1,5,0,1,0
Beau Bennett,SHS,F,19,6,6,6,2,3,2,0,0,15,2,6,0,2,0
Daniel Alfredsson,SHS,F,11,8,4,4,4,4,5,2,0,12,4,3,1,4,2
Jamie Benn,SHS,F,14,5,5,4,4,2,4,3,1,12,4,2,3,4,3
Eric Staal,SHS,F,12,8,4,5,5,2,5,3,1,12,4,2,4,5,4
Bryan Little,SHS,F,18,7,5,4,4,4,4,3,0,8,3,2,1,4,1
Marc-Edouard Vlasic,SHS,D,44,6,5,3,1,3,2,3,1,4,2,6,3,1,3
Justin Faulk,SHS,D,27,8,4,4,3,3,3,3,0,7,3,6,2,3,2
Kevin Shattenkirk,SHS,D,22,6,5,4,3,4,3,3,0,7,2,6,3,3,3
Evander Kane,SVF,F,17,6,5,4,4,2,3,3,1,12,3,2,4,3,4
Shane Doan,SVF,F,19,10,5,4,4,4,4,5,0,9,3,3,4,3,4
Tyler Bozak,SVF,F,9,6,5,4,3,3,5,3,0,8,6,2,1,3,1
Brayden Schenn,SVF,F,10,6,3,3,3,3,4,3,1,7,4,2,3,3,3
Anze Kopitar,SVF,F,11,10,5,5,4,5,5,3,1,10,4,2,2,5,2
Jared Spurgeon,SVF,D,5,5,3,4,3,4,3,3,0,7,3,6,1,3,1
Zach Bogosian,SVF,D,33,7,3,3,3,2,3,3,0,8,2,6,3,3,3
Brayden McNabb,SVF,D,81,7,4,3,1,3,3,2,1,10,2,6,1,2,1
Daniel Sedin,SUM,F,22,6,5,5,6,4,5,1,1,15,4,4,3,5,1
Henrik Sedin,SUM,F,33,6,5,5,5,4,5,1,1,15,4,4,3,5,1
Jiri Tlusty,SUM,F,19,8,5,5,4,5,5,3,1,9,6,2,2,3,2
Derek Stepan,SUM,F,21,5,4,4,4,5,4,3,0,7,6,2,2,4,2
Tyler Ennis,SUM,F,63,2,3,5,4,3,4,3,1,8,3,2,2,4,2
Niklas Kronwall,SUM,D,55,6,5,4,3,6,4,3,1,8,3,6,3,4,3
Marc Staal,SUM,D,18,8,5,4,3,4,4,3,1,9,4,6,2,3,2
Alec Martinez,SUM,D,27,8,5,4,2,4,2,3,1,7,2,6,2,2,2
Vaclav Prospal,TAI,F,51,8,3,3,3,3,3,4,0,6,3,4,4,4,3
Matt Frattin,TAI,F,39,7,5,4,3,3,5,3,0,9,6,2,1,3,1
Taylor Hall,TAI,F,4,5,5,5,5,3,4,3,1,12,4,2,3,5,3
Mike Fisher,TAI,F,12,9,5,4,4,3,1,3,0,11,4,5,3,3,2
Matt Duchene,TAI,F,9,7,5,5,4,3,4,3,1,11,4,2,2,4,2
Lubomir Visnovsky,TAI,D,17,12,2,2,2,3,4,3,1,9,2,5,4,3,2
Tobias Enstrom,TAI,D,39,5,4,4,5,4,4,1,1,12,3,4,1,5,1
James Wisniewski,TAI,D,21,8,4,4,3,4,3,3,0,8,3,6,2,3,2
Todd Bertuzzi,TEG,F,44,12,3,4,4,3,4,5,1,6,2,3,5,3,5
Mikael Granlund,TEG,F,27,5,5,5,1,3,1,0,1,10,1,5,0,1,0
Justin Williams,TEG,F,14,7,5,4,4,3,3,2,0,9,4,4,1,4,1
Nazem Kadri,TEG,F,12,3,4,4,4,4,5,3,1,11,6,2,3,4,3
Steven Stamkos,TEG,F,91,7,6,5,5,3,6,3,0,13,6,2,3,4,3
Brad Stuart,TEG,D,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Niskanen,TEG,D,44,6,5,4,3,4,3,3,0,6,2,6,2,3,2
Dion Phaneuf,TEG,D,3,9,4,4,3,3,4,3,1,7,4,5,4,3,4
Anders Lee,TBP,F,20,11,5,5,4,0,1,0,1,13,0,1,0,3,0
Rick Nash,TBP,F,13,9,4,5,5,4,4,3,1,11,4,2,3,4,3
Milan Lucic,TBP,F,48,10,5,4,3,3,3,3,1,8,3,2,4,3,4
Jeff Carter,TBP,F,19,7,5,4,4,4,4,3,0,8,6,2,2,2,2
Patrik Elias,TBP,F,26,7,4,4,5,3,3,1,1,15,3,3,0,5,1
Anton Stralman,TBP,D,32,5,5,3,1,5,2,3,0,4,2,6,2,1,2
Chris Tanev,TBP,D,2,6,4,4,2,4,3,5,0,9,4,6,2,2,2
Alexander Edler,TBP,D,5,10,5,4,3,3,3,3,1,7,3,6,3,3,3
Dustin Brown,VHV,F,23,7,4,4,3,4,4,3,0,8,4,5,3,3,3
David Perron,VHV,F,57,5,5,4,3,3,4,3,0,7,4,2,3,3,3
Ryan O'Reilly,VHV,F,37,7,5,4,4,3,4,3,1,10,3,2,1,4,1
Mike Ribeiro,VHV,F,63,4,4,3,5,2,1,2,1,15,6,4,2,5,4
Mikko Koivu,VHV,F,40,8,4,4,4,3,4,3,1,9,3,2,3,4,3
Andrej Sekera,VHV,D,3,6,5,4,2,3,3,3,1,7,2,6,1,3,1
Willie Mitchell,VHV,D,33,8,4,3,3,5,3,4,1,9,3,6,3,4,3
Mark Streit,VHV,D,4,7,3,4,3,2,3,3,1,7,3,6,3,3,3
Kyle Turris,WDY,F,7,3,3,4,3,4,4,3,0,8,4,2,3,3,3
Simon Gagne,WDY,F,12,7,4,5,3,2,3,1,1,10,2,3,1,3,0
Andrew Ladd,WDY,F,16,7,5,5,5,3,5,3,1,11,5,2,3,4,3
Jakub Voracek,WDY,F,93,6,3,3,3,4,4,2,1,12,3,3,0,3,1
Nicklas Backstrom,WDY,F,19,5,5,5,5,5,4,3,1,11,3,2,3,5,3
Mark Cundari,WDY,D,5,6,6,6,3,0,1,0,1,15,0,6,0,3,0
Grant Clitsome,WDY,D,14,8,5,4,3,4,3,3,1,6,3,6,2,3,2
Matt Carle,WDY,D,25,8,4,4,3,3,3,3,1,6,3,6,1,3,1
Marcus Johansson,ETI,F,0,7,4,4,4,3,5,3,1,9,5,2,1,4,1
Nick Bonino,ETI,F,13,5,5,4,3,3,4,3,1,9,5,2,1,3,1
Michal Handzus,ETI,F,26,10,4,3,3,5,4,3,1,9,3,2,3,4,2
Alex Chiasson,ETI,F,39,8,6,6,4,0,1,0,0,15,0,6,0,1,0
Matt Kassian,ETI,F,28,11,5,4,1,2,4,3,1,9,6,2,3,2,3
Raphael Diaz,ETI,D,36,6,5,4,3,4,3,3,0,10,1,6,1,4,1
Bryce Salvador,ETI,D,24,10,2,3,2,5,3,4,0,9,1,6,3,3,4
Jay Rosehill,ETI,D,5,9,3,4,1,1,4,4,1,9,5,2,4,2,4
