Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Miikka Kiprusoff,SHS,G,34,6,5,6,4,6,5,0,1,0,0,4,4,5,5
Al Montoya,SHS,G,35,6,5,3,0,2,2,0,1,0,0,3,3,3,3
Martin Brodeur,SVF,G,30,9,4,5,4,5,4,0,1,0,0,3,5,4,5
Anton Khudobin,SVF,G,35,4,5,3,0,3,3,0,0,0,0,3,4,4,3
Corey Crawford,SUM,G,50,5,5,5,0,5,5,0,0,0,0,4,5,5,4
Ryan Miller,SUM,G,30,3,4,4,0,2,4,0,1,0,0,5,5,5,5
Craig Anderson,TAI,G,35,5,3,2,0,6,6,0,1,0,0,5,5,5,5
James Reimer,TAI,G,34,8,5,4,1,3,5,0,1,0,0,5,4,4,5
Peter Budaj,TEG,G,30,7,3,2,0,4,3,0,1,0,0,3,4,4,3
Sergei Bobrovsky,TEG,G,35,6,5,4,0,5,5,0,0,0,0,5,5,5,5
Jonas Hiller,TBP,G,1,7,4,5,4,5,4,0,0,0,0,5,5,6,4
Niklas Backstrom,TBP,G,32,7,4,4,0,3,3,0,1,0,0,5,4,4,5
Antti Niemi,VHV,G,31,9,4,4,1,4,5,0,1,0,0,4,5,5,4
Thomas Greiss,VHV,G,1,7,5,3,0,2,4,0,1,0,0,4,4,4,4
Jaroslav Halak,WDY,G,41,5,5,5,1,4,4,0,1,0,0,4,3,3,4
Tomas Vokoun,WDY,G,29,6,3,4,2,3,4,0,0,0,0,4,4,4,4
Ondrej Pavelec,ETI,G,35,7,5,4,0,2,3,0,1,0,0,4,3,3,4
Richard Bachman,ETI,G,31,3,4,4,0,0,2,0,0,0,0,2,3,3,2
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
