Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Paul Kariya,GRA,F,9,4,4,5,4,2,3,2,1,12,4,3,4,4,1
Mats Sundin,GRA,F,13,7,4,5,5,4,4,1,0,15,5,4,5,5,0
John LeClair,GRA,F,10,11,3,4,4,3,5,4,1,9,5,3,2,3,1
Geoff Courtnall,GRA,F,14,7,5,5,4,4,4,1,1,9,3,3,2,4,2
Adam Deadmarsh,GRA,F,18,7,3,3,4,3,3,3,0,9,4,3,4,4,1
Nicklas Lidstrom,GRA,D,5,5,5,4,4,5,4,2,1,9,2,4,5,4,0
Scott Niedermayer,GRA,D,27,9,4,4,4,3,3,2,1,12,2,3,5,4,1
Oleg Tverdovsky,GRA,D,10,5,4,4,4,2,3,2,1,12,2,3,5,4,0
Dmitri Yushkevich,GRA,D,2,7,5,4,3,4,3,3,0,9,2,4,4,3,1
Mario Lemieux,HSW,F,66,10,5,4,6,3,5,2,0,15,6,3,4,6,0
Kevin Stevens,HSW,F,25,11,3,3,5,2,5,3,0,9,5,4,2,4,5
Mikael Renberg,HSW,F,19,7,4,3,5,3,4,4,1,12,5,5,4,4,1
Alexander Mogilny,HSW,F,89,7,6,6,6,3,4,1,0,15,4,4,2,5,0
Cam Neely,HSW,F,8,10,3,3,6,4,5,4,1,12,5,4,2,4,2
Bobby Holik,HSW,F,16,10,2,3,4,4,5,3,1,11,2,3,2,2,1
Larry Murphy,HSW,D,55,10,4,3,5,5,4,3,0,9,3,5,5,5,0
Gord Murphy,HSW,D,5,8,5,4,3,2,4,2,0,9,3,3,4,4,3
Mark Tinordi,HSW,D,24,9,3,3,3,4,4,5,0,9,2,4,4,2,3
Jeff Brown,HSW,D,22,9,4,4,4,4,5,2,0,9,3,4,3,4,0
Eric Lindros,MON,F,88,12,4,4,6,5,6,6,0,15,6,5,2,6,5
Valeri Kamensky,MON,F,13,8,4,4,4,2,5,2,1,12,4,4,4,5,0
Mike Modano,MON,F,9,7,5,5,6,4,5,2,1,12,4,5,3,4,0
Brian Rolston,MON,F,14,6,4,4,3,2,3,2,1,12,3,3,4,3,0
Wendel Clark,MON,F,17,8,3,3,4,3,6,4,0,9,4,4,2,4,5
Teemu Selanne,MON,F,8,6,5,6,5,2,4,2,0,15,4,5,2,4,0
Al MacInnis,MON,D,2,8,4,4,4,4,6,3,0,9,2,5,2,4,1
Steve Duchesne,MON,D,28,8,4,4,5,4,4,1,0,9,2,4,4,4,0
Adam Foote,MON,D,52,8,4,3,3,3,2,3,0,9,1,3,4,3,2
Paul Coffey,MON,D,77,9,6,5,5,3,4,2,0,15,2,5,5,6,1
Tomas Sandstrom,NCJ,F,17,9,4,4,5,3,5,2,0,9,3,4,1,3,1
Joe Juneau,NCJ,F,90,5,4,5,5,3,3,1,0,15,3,4,6,5,1
Theoren Fleury,NCJ,F,14,3,5,5,4,4,4,4,1,12,4,4,3,4,2
Petr Klima,NCJ,F,85,7,5,5,4,1,4,1,1,12,4,4,2,3,0
Alexei Kovalev,NCJ,F,27,7,6,5,4,3,5,2,1,15,4,4,3,5,0
Petr Nedved,NCJ,F,10,5,4,5,4,2,4,1,0,9,3,4,4,4,0
Phil Housley,NCJ,D,6,6,5,5,5,3,3,2,1,12,3,4,5,5,0
Ray Bourque,NCJ,D,77,10,5,4,5,5,5,4,1,15,5,6,4,5,0
Teppo Numminen,NCJ,D,27,7,5,3,3,4,3,2,0,9,2,4,5,4,0
Don Sweeney,NCJ,D,32,4,4,3,3,4,3,4,0,9,1,4,4,4,1
Tony Granato,SUP,F,21,6,4,5,4,4,3,3,0,9,4,3,3,3,2
Viktor Kozlov,SUP,F,47,11,2,3,3,1,3,2,1,12,2,3,3,4,0
Wayne Gretzky,SUP,F,99,4,6,4,6,4,3,1,1,15,4,5,5,6,0
Jason Arnott,SUP,F,7,8,4,4,4,3,4,3,0,9,4,4,3,4,4
Joe Murphy,SUP,F,17,7,4,5,4,3,4,3,0,9,4,4,3,4,1
Pierre Turgeon,SUP,F,77,9,5,4,5,2,4,0,1,12,4,4,5,4,0
Eric Weinrich,SUP,D,2,10,3,4,3,3,3,3,0,9,2,4,3,3,0
Ulf Samuelsson,SUP,D,5,8,4,4,2,4,3,5,0,9,0,4,5,3,2
Kenny Jonsson,SUP,D,19,7,4,4,3,3,4,3,0,9,2,4,4,3,1
Jeff Norton,SUP,D,5,6,5,4,4,3,2,1,0,9,2,4,5,4,0
Steve Yzerman,QQB,F,19,6,5,5,5,4,4,1,0,15,3,5,5,5,0
Pavel Bure,QQB,F,10,5,6,6,5,3,5,1,0,15,5,4,2,5,0
Alexei Yashin,QQB,F,29,9,5,4,5,2,4,2,0,15,4,3,3,5,0
Gary Roberts,QQB,F,15,7,3,4,5,4,4,4,0,9,5,5,3,4,5
Benoit Hogue,QQB,F,28,7,4,5,4,3,3,1,1,12,4,4,5,4,0
Mark Recchi,QQB,F,8,6,5,4,5,3,4,2,1,12,5,4,3,4,1
Brian Leetch,QQB,D,2,6,6,3,5,4,3,2,0,15,2,5,4,5,0
Sylvain Cote,QQB,D,3,6,4,3,3,4,3,3,0,9,2,4,5,3,1
Dave Ellett,QQB,D,4,9,5,4,4,3,4,3,0,9,2,4,4,4,1
Vladimir Konstantinov,QQB,D,16,6,4,4,2,4,3,4,0,9,1,4,4,3,1
Adam Graves,THC,F,9,9,4,4,4,3,3,5,0,9,3,4,2,3,3
Mike Gartner,THC,F,11,7,5,5,4,2,5,2,0,9,3,5,1,4,0
Brett Hull,THC,F,16,9,4,4,5,2,6,2,0,9,5,4,2,4,0
Steve Thomas,THC,F,32,6,4,4,4,3,5,4,0,9,4,4,2,3,5
Geoff Sanderson,THC,F,8,6,4,5,4,3,4,2,0,9,4,4,2,3,1
Markus Naslund,THC,F,29,6,4,3,2,2,2,2,0,9,2,2,4,2,0
Scott Stevens,THC,D,4,11,4,4,3,5,4,5,0,9,3,5,4,4,5
Adam Burt,THC,D,6,7,3,3,2,3,4,4,1,6,2,4,3,3,4
Dave Manson,THC,D,3,9,3,4,3,2,5,4,1,6,1,4,3,3,5
Alexei Zhitnik,THC,D,44,6,5,4,4,3,3,3,1,12,2,4,5,4,0
Owen Nolan,VFM,F,11,8,3,4,4,2,5,4,0,9,5,4,2,3,5
Vincent Damphousse,VFM,F,25,6,4,4,5,2,4,1,0,15,4,3,4,5,0
Dino Ciccarelli,VFM,F,22,5,5,3,5,2,5,2,0,9,4,4,3,4,4
Doug Gilmour,VFM,F,93,4,5,4,5,5,4,3,1,12,3,6,5,4,1
Steve Larmer,VFM,F,28,7,4,4,4,6,4,4,0,9,4,5,3,4,1
Sergei Fedorov,VFM,F,91,7,6,6,5,5,4,2,1,15,5,5,4,5,0
Chris Chelios,VFM,D,7,7,4,4,4,6,5,4,1,12,2,5,5,4,5
Kevin Hatcher,VFM,D,4,11,3,3,4,4,4,5,0,9,2,4,2,4,3
Mathieu Schneider,VFM,D,72,7,4,4,4,4,4,3,0,9,2,4,3,4,2
Al Iafrate,VFM,D,43,11,4,3,4,4,6,4,0,9,2,3,2,4,1
