Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Brian Campbell,KVK,D,5,6,5,5,4,5,4,3,1,10,2,6,2,4,2
Brent Burns,KVK,D,22,8,4,5,3,4,4,3,0,8,3,4,5,3,3
Brian Rolston,KOL,F,17,9,3,4,4,4,5,4,1,7,3,4,2,4,2
Jason Arnott,KOL,F,15,10,3,3,4,4,4,4,0,9,4,5,3,4,4
Michael Ryder,KOL,F,10,6,5,4,4,6,4,3,0,9,4,2,2,3,2
Saku Koivu,KOL,F,19,5,5,4,4,4,4,3,1,9,4,2,3,4,3
Guillaume Latendresse,KOL,F,91,11,5,4,3,3,3,3,1,7,4,2,3,2,3
Marc-Edouard Vlasic,KOL,D,99,6,5,4,3,3,3,3,1,5,2,6,3,3,3
Nathan Paetsch,KOL,D,5,7,5,4,2,4,3,3,1,9,3,6,2,2,2
Mike Van-Ryn,KOL,D,6,7,3,4,3,5,3,3,0,9,2,6,1,3,1
Shawn Horcoff,MHA,F,96,8,5,4,4,4,2,0,1,11,3,5,0,4,3
Rob Niedermayer,MHA,F,55,8,4,5,3,4,2,3,1,7,4,4,2,3,1
Rod Brind'Amour,MHA,F,8,7,3,3,4,4,3,4,1,7,4,4,3,4,3
Jussi Jokinen,MHA,F,61,6,4,3,3,3,3,3,1,5,2,2,2,3,2
Artem Anisimov,MHA,F,12,6,3,2,1,2,3,3,1,1,3,2,1,2,0
Chris Chelios,MHA,D,15,6,3,3,3,5,4,4,0,9,3,4,3,4,4
Andy Sutton,MHA,D,6,13,3,3,2,4,4,6,1,4,2,6,4,3,6
Raitis Ivanans,MHA,D,33,15,4,4,1,1,3,4,1,3,3,1,4,2,4
Phil Kessel,MHT,F,22,5,5,4,4,6,4,3,0,10,4,2,1,3,1
Ryan Malone,MHT,F,26,10,5,5,4,2,4,3,1,8,5,2,4,3,4
Chris Stewart,MHT,F,68,11,4,4,3,2,3,3,0,7,3,2,3,2,3
Marco Sturm,MHT,F,14,7,4,5,3,4,3,2,1,7,3,3,2,3,2
Andy McDonald,MHT,F,19,5,5,5,5,3,4,3,1,11,3,2,2,4,2
Phil Oreskovic,MHT,D,33,9,5,4,2,2,2,4,0,10,3,5,2,1,2
Mark Giordano,MHT,D,5,7,5,4,2,4,2,3,1,6,1,6,3,3,3
Andrew MacDonald,MHT,D,6,6,4,3,1,2,1,3,1,3,0,6,1,2,1
Jason Blake,MGG,F,10,5,4,5,5,3,2,1,1,11,2,4,1,4,3
Matt Cullen,MGG,F,12,7,4,4,3,3,3,3,1,9,5,5,3,4,2
Todd White,MGG,F,16,6,5,4,5,3,4,3,1,10,4,2,2,4,2
Patrick Marleau,MGG,F,15,10,4,5,4,3,4,2,1,9,4,3,3,4,2
Ryan Getzlaf,MGG,F,8,10,5,5,5,3,4,3,0,13,3,2,4,5,4
Jordan Leopold,MGG,D,19,7,4,4,2,4,4,2,0,3,3,2,1,3,3
Chris Phillips,MGG,D,27,9,5,4,3,6,4,4,1,10,2,6,3,2,3
Marc-Andre Bergeron,MGG,D,4,7,5,4,3,3,3,3,1,6,3,6,2,3,2
Ryan Kesler,NBK,F,17,8,5,4,4,4,4,3,0,8,4,2,3,3,3
Milan Michalek,NBK,F,9,10,5,4,4,2,3,3,1,9,4,2,3,3,3
Chris Kunitz,NBK,F,14,6,5,4,4,4,3,3,1,10,4,4,3,3,3
Drew Stafford,NBK,F,33,9,5,4,3,4,3,3,0,7,3,2,2,3,2
Claude Giroux,NBK,F,28,5,5,4,4,5,3,3,0,9,4,2,1,3,1
Ryan Whitney,NBK,D,6,9,4,4,3,5,2,3,1,8,1,6,2,3,2
Erik Johnson,NBK,D,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Mitchell,NBK,D,8,8,4,4,2,5,4,3,1,7,3,5,2,4,3
Dany Heatley,OCW,F,18,9,5,5,5,3,4,3,1,10,4,2,3,3,3
T.J. Oshie,OCW,F,75,3,5,4,4,5,4,3,0,9,4,2,2,3,2
Alexander Semin,OCW,F,19,8,5,6,6,4,5,3,0,14,4,2,3,5,3
David Krejci,OCW,F,96,4,5,4,5,6,4,3,0,10,4,2,2,4,2
Patrice Bergeron,OCW,F,91,7,5,5,4,3,5,4,0,11,3,5,2,5,3
Shea Weber,OCW,D,9,9,4,4,4,5,6,3,0,8,3,6,3,3,3
Eric Brewer,OCW,D,6,10,4,3,3,4,4,4,1,7,4,5,3,4,3
Kimmo Timonen,OCW,D,3,7,5,4,3,3,4,3,1,9,4,5,2,4,1
Marian Hossa,PIT,F,10,8,5,4,5,4,4,2,1,11,4,3,4,3,2
Ales Hemsky,PIT,F,20,6,5,4,5,3,4,3,0,11,4,2,2,4,2
Vyacheslav Kozlov,PIT,F,9,6,4,4,5,2,4,3,1,11,4,2,3,4,3
Paul Kariya,PIT,F,14,5,5,5,5,3,3,1,1,5,4,5,4,4,1
Derick Brassard,PIT,F,17,5,5,4,4,5,4,3,1,11,5,2,1,4,1
Andy Greene,PIT,D,11,6,5,4,2,5,2,3,1,6,2,6,2,2,2
Colin White,PIT,D,24,9,3,3,3,5,4,5,0,2,4,5,0,4,4
Tomas Kaberle,PIT,D,3,7,4,4,3,4,4,2,1,8,5,5,1,4,1
Milan Hejduk,PRO,F,26,6,5,4,5,2,4,2,0,10,5,4,3,3,2
Mike Modano,PRO,F,12,8,4,4,5,3,4,2,1,9,4,4,1,4,1
Tomas Plekanec,PRO,F,44,7,4,4,3,4,3,3,1,10,4,5,3,5,3
Jordan Staal,PRO,F,7,10,5,4,3,4,3,3,1,7,4,2,2,3,2
Brendan Shanahan,PRO,F,8,10,3,3,5,3,5,4,0,10,5,3,4,4,4
Ruslan Salei,PRO,D,9,9,4,4,3,4,4,5,1,8,3,5,3,3,5
Dan Boyle,PRO,D,2,6,4,4,4,5,4,1,0,10,2,6,1,4,4
Matt Niskanen,PRO,D,33,6,5,4,3,4,3,3,0,5,2,6,3,3,3
Ilya Kovalchuk,RIC,F,10,10,5,5,6,3,4,3,0,13,4,2,3,4,3
Rick Nash,RIC,F,17,9,5,5,5,4,4,3,1,11,4,2,3,4,3
Jason Pominville,RIC,F,13,5,5,4,4,4,4,3,0,9,3,5,1,4,1
Joe Thornton,RIC,F,20,11,4,4,5,5,5,3,1,12,5,2,3,5,3
Mats Sundin,RIC,F,19,11,4,3,5,3,4,4,0,9,4,5,2,4,2
Derek Morris,RIC,D,63,10,3,4,3,4,4,3,0,8,3,4,2,4,2
Bryan McCabe,RIC,D,53,10,3,3,3,4,5,5,1,7,4,4,3,4,4
Ryan Suter,RIC,D,4,7,5,5,3,4,3,3,1,10,2,6,3,3,3
Loui Eriksson,SAG,F,21,5,5,4,4,5,4,3,1,9,5,2,1,3,1
Ray Whitney,SAG,F,41,5,4,4,4,3,4,1,0,7,5,4,3,4,1
Mike Cammalleri,SAG,F,13,5,4,4,5,2,4,3,1,11,4,2,3,4,3
David Backes,SAG,F,42,10,4,4,4,2,4,4,0,8,4,1,5,3,5
Teemu Selanne,SAG,F,8,8,5,5,5,2,4,3,0,12,4,5,3,4,3
Duncan Keith,SAG,D,2,6,4,4,3,6,3,3,1,7,2,6,3,4,3
Dustin Byfuglien,SAG,D,33,15,5,4,3,3,6,3,0,5,3,2,3,2,3
Tobias Enstrom,SAG,D,32,4,2,4,2,4,2,2,0,2,3,3,2,2,3
Antoine Vermette,SOV,F,17,7,4,4,3,3,3,3,1,6,3,4,3,3,3
Chris Drury,SOV,F,82,5,4,4,4,2,4,2,0,10,4,5,2,4,1
Vincent Lecavalier,SOV,F,39,10,5,5,5,3,5,4,1,11,5,5,2,4,2
Ryan Callahan,SOV,F,20,5,4,3,3,4,3,3,0,5,3,2,3,2,3
Ryan Smyth,SOV,F,40,6,4,5,4,3,3,4,1,9,4,4,4,4,4
Adrian Aucoin,SOV,D,9,9,3,3,3,4,5,3,0,9,4,6,4,4,4
Adam Foote,SOV,D,56,10,4,4,3,5,3,4,0,8,2,4,4,4,4
Andrew Ference,SOV,D,5,6,3,3,4,4,3,4,1,7,3,2,1,3,3
Patrick Sharp,SHS,F,19,7,5,4,4,4,4,3,0,9,4,2,3,3,3
Alex Tanguay,SHS,F,25,6,4,4,5,4,2,1,1,15,6,4,1,4,3
Matthew Lombardi,SHS,F,15,7,5,4,4,4,4,3,1,8,3,2,3,4,3
Eric Staal,SHS,F,44,8,5,4,5,4,4,3,1,10,3,2,3,3,3
Bryan Little,SHS,F,91,7,5,4,4,3,4,3,0,8,5,2,2,3,2
Sergei Zubov,SHS,D,33,8,4,4,3,4,4,2,0,9,4,2,3,4,2
Andrej Sekera,SHS,D,5,6,5,4,2,5,3,3,1,4,2,6,2,3,2
Rostislav Klesla,SHS,D,4,9,3,3,3,4,3,3,0,2,3,4,1,4,2
Peter Forsberg,SVF,F,21,8,5,4,6,3,3,4,1,11,4,5,3,5,3
Dustin Brown,SVF,F,23,7,5,4,4,3,3,3,0,8,3,5,3,3,3
Mikko Koivu,SVF,F,9,8,5,4,4,4,4,3,1,10,3,2,3,4,3
Jamie Langenbrunner,SVF,F,96,7,3,3,4,3,4,4,0,10,3,4,3,3,4
David Perron,SVF,F,63,5,5,4,4,4,3,3,0,7,3,2,3,3,3
Rob Blake,SVF,D,4,11,3,3,3,5,5,4,0,9,3,4,2,4,4
Mathieu Schneider,SVF,D,27,6,3,4,4,4,5,3,1,9,3,5,3,5,2
Alexander Edler,SVF,D,5,10,5,4,3,5,3,3,1,5,2,6,3,3,3
Daniel Sedin,SUM,F,22,6,5,5,5,3,5,2,1,14,5,4,2,2,1
Henrik Sedin,SUM,F,33,6,5,5,6,3,5,2,1,15,5,4,2,2,1
John Madden,SUM,F,9,6,4,5,5,4,3,2,0,8,2,4,2,3,2
Petr Sykora,SUM,F,26,6,4,5,4,2,4,2,1,9,4,4,4,3,2
Andrew Cogliano,SUM,F,13,4,4,3,3,3,4,3,1,5,4,2,2,3,2
Jack Johnson,SUM,D,5,7,5,4,2,3,3,3,1,7,4,6,3,2,3
Joni Pitkanen,SUM,D,4,8,5,4,3,2,3,3,1,6,2,6,3,3,3
Tyler Sloan,SUM,D,23,8,5,4,2,5,3,3,1,9,4,6,1,2,1
Patrik Elias,SUN,F,23,7,5,5,5,3,4,2,1,9,4,4,4,3,1
Thomas Vanek,SUN,F,26,8,5,4,5,3,4,3,0,10,5,2,3,3,3
Dustin Penner,SUN,F,11,13,5,4,3,3,3,3,1,5,4,2,3,3,3
Mike Fisher,SUN,F,17,9,4,3,3,3,1,3,0,10,2,4,3,3,4
Sergei Samsonov,SUN,F,25,6,4,6,4,1,3,1,0,11,4,5,2,4,1
Roman Hamrlik,SUN,D,44,8,3,4,3,3,4,3,1,10,3,4,2,4,2
Ed Jovanovski,SUN,D,55,9,4,4,5,4,4,3,1,9,3,4,4,4,4
Cory Sarich,SUN,D,5,9,3,2,2,4,4,5,1,3,4,5,2,3,3
Travis Zajac,TAI,F,23,7,6,5,4,6,4,3,0,9,3,2,2,4,2
Jaromir Jagr,TAI,F,68,12,5,4,6,3,4,2,1,11,5,3,3,5,1
Brooks Laich,TAI,F,10,8,5,4,4,4,3,3,1,7,4,2,2,3,2
Rene Bourque,TAI,F,11,9,5,4,4,4,4,3,1,9,4,2,3,3,3
Sergei Fedorov,TAI,F,91,8,5,5,4,3,4,3,1,13,3,5,2,4,1
Lubomir Visnovsky,TAI,D,77,6,5,4,3,2,4,1,1,4,4,5,1,4,1
Mathieu Dandenault,TAI,D,27,8,4,5,3,4,3,2,0,6,3,3,1,3,2
James Wisniewski,TAI,D,2,8,4,4,3,6,2,3,0,8,1,6,2,3,2
Joffrey Lupul,TEG,F,14,8,5,4,4,3,3,3,0,7,4,2,3,3,3
Alexei Kovalev,TEG,F,13,10,4,4,5,2,4,2,1,11,5,5,2,2,1
Justin Williams,TEG,F,22,7,4,4,4,2,3,2,0,4,4,3,2,4,0
Pavol Demitra,TEG,F,11,8,4,4,5,3,4,3,1,9,4,4,2,4,1
Steven Stamkos,TEG,F,9,7,5,5,3,2,3,3,0,11,4,2,3,3,3
Paul Martin,TEG,D,55,6,4,3,3,6,3,3,1,6,2,6,2,3,2
Brian Rafalski,TEG,D,25,7,5,4,5,5,2,0,0,12,2,6,0,5,2
Dion Phaneuf,TEG,D,5,9,5,4,3,4,3,3,1,7,2,5,4,3,4
Tuomo Ruutu,TBP,F,15,7,5,4,4,3,4,3,1,8,4,2,3,3,3
Olli Jokinen,TBP,F,10,9,4,5,5,3,4,3,1,9,4,4,4,4,4
Marc Savard,TBP,F,11,7,4,5,5,2,4,3,1,9,4,4,1,4,2
Corey Perry,TBP,F,38,8,5,5,5,3,4,3,0,11,3,2,4,4,4
Bobby Ryan,TBP,F,20,9,5,4,5,4,4,3,0,10,5,2,2,3,2
Mark Streit,TBP,D,12,7,4,5,4,5,4,3,1,9,3,6,3,4,3
Alex Goligoski,TBP,D,55,5,4,4,3,6,3,3,1,8,3,6,1,3,1
Jay Bouwmeester,TBP,D,70,9,5,4,3,5,3,3,1,10,3,6,3,3,3
Shane Doan,VHV,F,12,10,4,3,5,3,5,4,0,9,3,4,3,4,4
Milan Lucic,VHV,F,19,10,4,4,3,3,4,4,1,7,5,1,4,3,4
Alexandre Burrows,VHV,F,13,6,4,4,4,1,4,4,1,7,4,1,5,3,5
Mike Ribeiro,VHV,F,12,4,5,4,5,3,2,2,1,14,4,5,2,5,4
Henrik Zetterberg,VHV,F,10,6,5,4,5,4,4,3,1,11,3,2,2,4,2
Kevin Bieksa,VHV,D,19,8,5,4,3,4,3,3,0,7,3,5,4,3,4
Scott Niedermayer,VHV,D,76,8,5,4,5,4,4,2,1,9,4,3,1,4,1
Nicklas Lidstrom,VHV,D,2,6,4,4,4,6,4,3,1,9,3,6,2,4,2
Jarret Stoll,WDY,F,13,7,5,4,3,4,3,3,0,13,4,2,3,4,3
Simon Gagne,WDY,F,18,7,5,5,5,4,4,3,1,13,4,5,0,4,3
Alexander Steen,WDY,F,87,8,4,3,2,3,3,3,1,3,2,2,2,3,2
Nicklas Backstrom,WDY,F,80,5,5,5,5,3,4,3,1,12,4,2,3,5,3
Scott Gomez,WDY,F,26,7,5,4,4,4,3,3,1,9,2,2,3,4,3
Kyle McLaren,WDY,D,66,11,3,3,3,4,4,5,1,7,3,5,4,3,4
Matt Carle,WDY,D,5,8,3,4,2,5,3,3,1,4,2,6,2,3,2
Keith Ballard,WDY,D,48,8,3,3,3,5,3,3,1,4,2,6,3,3,3
