Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Todd Bertuzzi,BBM,F,13,12,4,4,4,4,4,5,1,11,4,3,3,3,5
Keith Tkachuk,BBM,F,19,11,4,3,5,3,5,5,1,10,4,4,5,4,5
Erik Cole,BBM,F,40,8,5,4,4,3,4,2,1,10,4,2,3,4,3
Daymond Langkow,BBM,F,61,5,4,5,4,3,3,3,1,9,3,4,2,4,3
Clarke MacArthur,BBM,F,11,6,4,3,3,2,3,1,1,9,4,2,1,2,1
Francois Beauchemin,BBM,D,12,8,5,4,3,2,3,2,1,5,2,6,3,3,3
Braydon Coburn,BBM,D,5,10,5,4,2,3,2,2,1,6,2,6,3,2,3
Jaroslav Spacek,BBM,D,23,8,4,4,3,3,4,2,1,9,3,3,2,4,1
Mats Sundin,BFC,F,13,10,5,4,5,3,4,2,0,11,4,5,2,5,2
Mike Richards,BFC,F,11,6,4,4,3,2,3,2,1,8,3,2,3,3,3
Sidney Crosby,BFC,F,87,7,5,5,6,4,5,2,1,15,4,2,3,6,3
Jonathan Cheechoo,BFC,F,14,7,5,4,4,5,4,2,0,10,4,2,3,3,3
Brad Boyes,BFC,F,26,7,4,3,3,2,3,1,0,6,3,2,2,3,2
Nicklas Lidstrom,BFC,D,5,6,4,4,4,6,3,2,1,9,2,6,3,4,3
Kris Letang,BFC,D,58,7,5,3,2,2,1,2,0,4,0,6,1,2,1
Alexei Semenov,BFC,D,6,11,5,4,2,4,1,2,1,9,0,5,2,2,2
Patrick Sharp,HAM,F,91,7,4,3,3,2,3,2,0,5,3,2,3,2,3
Jarret Stoll,HAM,F,15,7,5,4,4,4,4,2,0,11,4,2,3,4,3
Geoff Sanderson,HAM,F,22,6,5,5,4,3,4,2,1,7,3,4,3,3,1
Andrew Ladd,HAM,F,23,7,4,3,2,3,3,2,1,5,3,2,3,2,3
Jarome Iginla,HAM,F,12,8,5,4,5,4,4,4,0,9,5,4,4,4,4
Kimmo Timonen,HAM,D,44,7,5,4,4,3,4,3,1,9,4,5,2,4,1
Niklas Kronwall,HAM,D,31,6,5,4,2,4,2,2,1,10,3,6,3,3,3
Kevin Bieksa,HAM,D,4,8,5,4,3,4,3,2,0,6,2,5,4,3,4
Jamie Langenbrunner,HIG,F,13,7,4,3,4,4,4,4,0,10,3,4,3,3,4
Jeremy Roenick,HIG,F,91,8,4,4,3,3,4,4,0,9,4,4,2,3,4
Milan Hejduk,HIG,F,19,6,5,5,5,2,4,2,0,11,5,3,3,3,2
Jeff Carter,HIG,F,77,7,4,3,3,2,3,2,0,8,2,2,3,3,3
Brendan Shanahan,HIG,F,89,10,4,3,5,4,4,4,0,9,5,4,4,4,4
Rostislav Klesla,HIG,D,3,9,3,3,3,3,3,3,0,3,3,4,0,4,1
Chris Pronger,HIG,D,44,10,4,4,5,5,4,6,1,7,4,6,1,4,5
Zdeno Chara,HIG,D,33,15,5,4,4,5,5,6,1,9,3,5,4,4,5
Pavel Datsyuk,HOT,F,13,7,6,4,5,6,4,1,1,12,3,2,2,5,2
Teemu Selanne,HOT,F,8,8,5,5,5,3,4,2,0,12,4,4,4,5,2
Joe Sakic,HOT,F,19,7,5,4,5,3,4,2,1,9,5,6,2,5,2
Milan Michalek,HOT,F,9,10,5,4,4,4,4,2,1,9,3,2,2,4,2
Andrei Kostitsyn,HOT,F,46,7,4,3,3,4,3,1,1,10,1,2,1,4,1
Sheldon Souray,HOT,D,44,10,5,4,4,5,6,4,1,7,4,5,2,4,4
Andrei Markov,HOT,D,79,8,5,4,3,3,3,2,1,9,4,4,2,4,2
Keith Yandle,HOT,D,3,6,4,3,2,2,2,2,1,4,0,6,1,3,1
Steve Sullivan,ING,F,26,3,5,5,4,3,3,1,0,9,3,4,2,4,1
Tony Amonte,ING,F,29,8,5,5,4,3,4,1,1,9,3,5,4,3,2
Michael Ryder,ING,F,7,6,4,4,4,2,3,2,0,8,3,2,3,3,3
Mark Recchi,ING,F,81,6,4,4,4,3,4,1,1,7,4,4,2,4,1
Martin Straka,ING,F,14,4,5,4,4,3,4,1,1,10,4,5,3,4,1
John-Michael Liles,ING,D,94,5,5,4,3,4,3,1,1,8,3,6,2,3,2
Pavel Kubina,ING,D,25,11,4,4,3,3,4,4,0,9,4,4,2,4,2
Carlo Colaiacovo,ING,D,5,7,3,3,3,4,3,2,1,7,3,6,2,2,2
Rick Nash,IFV,F,61,9,4,4,4,2,3,2,1,9,3,2,3,3,3
Jere Lehtinen,IFV,F,26,7,4,3,4,6,4,3,0,10,4,6,4,3,2
Alexei Yashin,IFV,F,91,9,5,4,4,2,4,2,0,9,4,4,2,4,1
Fredrik Modin,IFV,F,19,10,4,4,4,4,5,3,1,7,4,4,2,3,3
Anze Kopitar,IFV,F,11,10,5,4,4,3,4,1,1,10,3,2,2,4,2
Brendan Witt,IFV,D,32,11,3,3,3,5,4,5,1,10,2,4,4,4,5
Chris Chelios,IFV,D,24,6,4,3,4,5,4,5,0,9,3,4,3,4,5
Marek Zidlicky,IFV,D,3,6,5,3,3,2,2,2,0,4,1,6,3,3,3
Evgeni Malkin,KVK,F,71,6,5,4,5,3,4,2,1,12,3,2,3,4,3
Alex Ovechkin,KVK,F,8,12,5,5,5,2,6,2,0,12,6,2,3,4,3
Alexander Radulov,KVK,F,37,7,5,4,3,6,4,2,1,8,4,2,2,3,2
Scott Hartnell,KVK,F,17,8,5,4,3,5,4,2,1,8,4,2,4,3,4
Derek Roy,KVK,F,9,6,5,5,5,4,4,2,1,12,4,4,3,4,3
Andrej Meszaros,KVK,D,41,10,5,4,3,1,3,2,1,4,2,5,4,3,4
Brian Campbell,KVK,D,51,6,4,5,4,4,4,3,1,10,2,5,1,4,3
Brent Burns,KVK,D,88,8,5,4,3,3,4,3,0,7,3,5,1,3,3
Loui Eriksson,MHT,F,21,5,4,3,2,5,3,1,1,6,3,2,1,2,1
Ryan Malone,MHT,F,12,10,5,4,3,3,3,2,1,7,3,2,3,3,3
Radek Dvorak,MHT,F,99,7,5,4,3,4,4,2,0,7,3,4,3,4,1
Marco Sturm,MHT,F,19,7,5,5,3,4,3,2,1,7,3,4,2,3,2
Andy McDonald,MHT,F,91,5,5,5,5,6,4,2,1,10,3,2,3,4,3
Bret Hedican,MHT,D,6,8,5,5,3,3,2,2,1,7,3,3,0,3,2
Dustin Byfuglien,MHT,D,33,15,4,4,2,2,6,2,0,5,2,6,1,2,1
Petteri Nummelin,MHT,D,53,6,5,5,3,4,3,2,1,8,2,6,2,3,2
Jason Blake,MGG,F,55,5,4,5,5,3,4,1,1,12,4,4,1,3,3
Matt Cullen,MGG,F,8,7,4,4,3,3,3,3,1,9,5,5,3,4,2
Maxim Afinogenov,MGG,F,61,6,5,4,5,4,2,3,1,14,4,4,3,5,4
Patrick Marleau,MGG,F,12,9,5,5,4,3,4,2,1,9,4,5,1,4,2
Dany Heatley,MGG,F,15,9,5,5,6,5,5,2,1,13,4,2,3,4,3
Jordan Leopold,MGG,D,6,7,4,4,3,3,4,2,0,4,3,2,1,4,3
Chris Phillips,MGG,D,5,9,4,4,2,5,4,4,1,10,3,6,3,2,3
Scott Walker,MGG,D,33,10,4,3,4,4,4,5,0,9,3,6,3,3,5
Ryan Kesler,NBK,F,21,8,4,3,2,4,2,2,0,7,2,2,3,2,3
Jaromir Jagr,NBK,F,68,12,5,4,6,3,4,2,1,11,5,3,3,5,1
Chris Kunitz,NBK,F,14,6,5,4,4,6,4,2,1,9,3,4,3,3,3
Drew Stafford,NBK,F,19,9,5,4,4,4,4,2,0,9,4,2,2,3,2
Brendan Morrison,NBK,F,33,5,4,4,3,4,4,2,1,7,4,2,3,3,3
Ryan Whitney,NBK,D,6,9,5,5,4,5,4,2,1,8,3,6,3,4,3
Sandis Ozolinsh,NBK,D,5,8,5,4,4,3,3,3,1,9,3,5,2,4,3
Willie Mitchell,NBK,D,31,8,4,4,2,5,4,4,1,6,3,5,0,4,3
Eric Staal,OCW,F,12,8,5,4,5,3,4,2,1,12,3,2,3,4,3
Alexander Semin,OCW,F,16,8,5,5,5,2,4,2,0,10,4,2,4,4,4
Ryan Getzlaf,OCW,F,15,10,5,5,5,6,3,2,0,8,3,2,3,3,3
Ales Hemsky,OCW,F,29,6,4,4,4,2,4,2,0,10,3,2,3,4,3
Patrice Bergeron,OCW,F,37,5,5,5,4,3,3,3,0,11,3,3,1,4,3
Teppo Numminen,OCW,D,27,7,4,3,3,5,3,3,0,7,3,5,1,4,1
Eric Brewer,OCW,D,4,10,5,3,3,4,5,4,1,7,4,4,3,4,3
Alexei Zhitnik,OCW,D,2,9,4,3,3,3,4,4,1,9,3,5,1,4,2
Marian Hossa,PIT,F,18,7,5,4,5,4,4,2,1,11,4,3,4,3,2
Vyacheslav Kozlov,PIT,F,13,6,5,3,5,4,4,2,1,11,4,2,2,4,2
Eric Lindros,PIT,F,88,12,4,4,3,4,5,5,0,10,5,4,2,4,4
Marc Savard,PIT,F,71,6,5,4,5,2,3,3,1,9,3,4,1,5,2
Martin Havlat,PIT,F,9,6,5,4,5,4,2,2,1,13,4,5,2,4,2
Andy Greene,PIT,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Miller,PIT,D,3,8,4,3,3,5,4,5,0,9,2,6,1,4,4
Tomas Kaberle,PIT,D,22,8,5,4,4,4,4,2,1,9,4,3,1,5,1
Vaclav Prospal,PRO,F,13,7,4,4,4,3,4,2,1,9,4,4,2,4,2
Mike Modano,PRO,F,9,8,5,5,4,4,4,2,1,9,4,4,1,4,1
Tomas Plekanec,PRO,F,14,7,5,4,5,4,3,2,1,12,4,5,2,5,2
Jordan Staal,PRO,F,11,10,5,4,3,5,4,1,1,6,5,2,2,2,2
Ray Whitney,PRO,F,13,5,5,4,4,3,4,1,0,7,4,4,3,4,1
Ruslan Salei,PRO,D,24,9,4,4,3,4,4,5,1,9,3,6,4,3,5
Christian Ehrhoff,PRO,D,5,8,5,4,3,3,3,1,0,6,2,6,2,3,2
Dan Hamhuis,PRO,D,2,7,3,3,2,5,2,2,1,2,2,6,3,2,3
Ilya Kovalchuk,RIC,F,17,10,5,5,4,3,4,2,0,15,5,2,3,3,3
Mike Cammalleri,RIC,F,13,5,5,5,5,3,4,2,1,11,3,2,3,4,3
Jason Pominville,RIC,F,29,5,5,4,4,5,4,1,0,9,4,5,2,3,2
Joe Thornton,RIC,F,19,11,5,5,6,6,5,2,1,14,3,2,3,6,3
Mike Ribeiro,RIC,F,63,4,4,3,4,4,2,1,1,12,4,3,1,4,2
Derek Morris,RIC,D,53,8,4,4,3,4,4,3,0,9,3,3,1,4,2
Bryan McCabe,RIC,D,24,9,4,3,4,3,5,5,1,9,4,5,1,4,5
Ryan Suter,RIC,D,20,7,5,5,2,5,3,2,1,6,3,6,3,2,3
Phil Kessel,SAG,F,81,5,4,3,3,2,3,1,0,5,2,2,1,3,1
Doug Weight,SAG,F,39,7,4,4,5,3,3,2,1,10,3,4,3,5,2
Richard Zednik,SAG,F,27,8,6,4,4,2,3,3,1,7,3,4,4,3,3
Henrik Zetterberg,SAG,F,40,6,5,4,5,6,4,2,1,11,4,2,2,4,2
Peter Bondra,SAG,F,12,8,5,5,4,2,3,1,1,10,4,5,3,2,1
Sergei Zubov,SAG,D,55,8,4,4,4,2,4,2,0,9,5,2,3,5,2
Mark Giordano,SAG,D,46,7,5,4,2,4,3,2,1,7,4,6,2,2,2
Dan Boyle,SAG,D,22,6,3,4,5,4,5,2,0,12,3,6,2,4,4
Antoine Vermette,SOV,F,50,7,5,4,3,4,3,2,1,6,3,5,3,3,3
Chris Drury,SOV,F,37,5,5,4,4,3,4,2,0,10,4,6,2,4,1
Vincent Lecavalier,SOV,F,4,8,5,5,5,3,5,3,1,11,4,5,1,5,2
Ryan Callahan,SOV,F,24,5,4,3,3,2,3,2,0,10,3,2,1,2,1
Ryan Smyth,SOV,F,94,7,4,5,4,3,3,4,1,9,4,4,3,4,3
Adrian Aucoin,SOV,D,6,9,4,4,4,4,5,4,0,9,4,6,4,4,4
Adam Foote,SOV,D,2,9,4,4,3,5,3,5,0,7,2,3,4,4,5
Jay McKee,SOV,D,74,8,4,3,2,4,3,6,1,7,2,6,3,4,4
Brad Richards,SHS,F,19,7,5,4,5,4,4,2,1,11,4,4,2,5,1
Alex Tanguay,SHS,F,18,6,6,4,5,4,2,2,1,15,6,4,2,5,3
Robert Lang,SHS,F,20,10,5,4,5,3,4,1,0,10,5,5,1,4,1
Cory Stillman,SHS,F,61,7,5,4,5,2,4,2,1,9,4,3,2,4,2
Jussi Jokinen,SHS,F,36,6,4,3,3,5,3,1,1,7,3,2,1,3,1
Colin White,SHS,D,4,8,3,3,3,5,4,5,0,2,3,6,0,4,4
Darryl Sydor,SHS,D,5,8,4,4,4,3,4,3,1,9,4,4,2,4,1
Patrice Brisebois,SHS,D,71,8,5,4,3,2,3,2,0,9,3,4,2,4,2
Peter Forsberg,SVF,F,21,8,5,4,6,3,3,4,1,11,4,5,3,5,3
Dustin Brown,SVF,F,23,7,4,3,3,2,3,2,0,12,3,5,3,3,3
Mikko Koivu,SVF,F,9,8,5,4,4,5,3,2,1,8,3,2,3,3,3
Michal Handzus,SVF,F,26,9,4,3,4,5,4,3,1,7,3,5,1,4,2
Dainius Zubrus,SVF,F,15,11,4,3,4,2,4,3,1,10,4,4,3,3,3
Rob Blake,SVF,D,4,11,4,4,4,5,5,5,0,7,3,4,2,4,4
Mathieu Schneider,SVF,D,27,7,5,4,4,4,4,3,1,9,4,4,3,5,2
Alexander Edler,SVF,D,2,10,4,5,1,5,2,1,1,9,3,6,1,1,1
Daniel Sedin,SUM,F,22,6,5,5,4,3,4,2,1,14,4,4,2,2,1
Henrik Sedin,SUM,F,33,6,5,5,4,3,4,2,1,14,4,4,2,2,1
John Madden,SUM,F,11,9,4,5,3,5,3,2,0,6,2,4,2,3,2
Petr Sykora,SUM,F,17,7,5,4,4,2,4,2,1,9,5,3,4,4,2
Todd Marchant,SUM,F,26,5,5,5,3,5,3,2,1,7,2,2,3,3,3
Jack Johnson,SUM,D,3,7,4,3,1,2,1,4,1,4,0,3,1,2,1
Joni Pitkanen,SUM,D,25,8,5,4,3,1,3,2,1,7,1,6,4,4,4
Janne Niinimaa,SUM,D,44,10,5,4,3,4,4,2,1,9,4,5,4,4,1
Patrik Elias,SUN,F,25,7,5,5,5,3,4,2,1,9,5,4,4,3,1
Thomas Vanek,SUN,F,26,8,5,5,5,5,4,2,0,11,4,2,3,4,3
Dustin Penner,SUN,F,17,13,5,4,3,4,3,2,1,6,4,2,3,2,3
Brad Isbister,SUN,F,15,11,4,4,4,4,4,4,0,8,4,3,3,5,4
Pierre Turgeon,SUN,F,77,7,5,4,4,2,3,1,1,11,3,4,3,4,1
Roman Hamrlik,SUN,D,44,8,4,4,3,3,4,3,1,10,3,4,2,4,2
Ed Jovanovski,SUN,D,55,9,5,4,5,4,4,4,1,9,3,4,1,4,5
Jamie Rivers,SUN,D,22,9,5,4,3,3,2,4,1,7,2,4,1,3,2
Travis Zajac,TAI,F,14,7,5,3,3,5,3,1,0,6,3,2,1,3,1
Dean McAmmond,TAI,F,37,8,5,5,3,4,2,3,1,7,3,3,3,3,2
Daniel Alfredsson,TAI,F,11,7,4,4,5,4,4,3,0,11,5,5,3,4,2
Paul Kariya,TAI,F,9,5,6,5,5,3,3,1,1,9,4,5,4,4,3
David Legwand,TAI,F,17,6,5,4,4,6,4,2,1,9,4,2,3,4,3
Mathieu Dandenault,TAI,D,25,8,5,5,3,3,3,2,0,6,3,3,2,3,2
James Wisniewski,TAI,D,21,8,5,4,2,3,2,2,0,6,2,6,2,2,2
Lubomir Visnovsky,TAI,D,71,5,5,4,5,2,4,1,1,4,4,5,1,5,1
Joffrey Lupul,TEG,F,15,8,5,4,4,4,4,2,0,13,4,2,3,4,3
Alexei Kovalev,TEG,F,27,9,5,4,4,2,4,2,1,11,5,5,2,2,1
Justin Williams,TEG,F,14,6,5,4,4,2,3,2,0,4,4,1,1,4,0
Pavol Demitra,TEG,F,38,8,5,4,5,3,4,2,1,9,4,4,2,4,1
Mike Fisher,TEG,F,12,9,5,4,4,4,2,2,0,11,3,4,2,4,3
Paul Martin,TEG,D,7,6,5,3,2,4,2,1,1,3,1,6,1,3,1
Brian Rafalski,TEG,D,28,7,5,4,4,4,1,1,0,9,3,6,1,4,3
Dion Phaneuf,TEG,D,3,9,4,4,3,5,3,2,1,7,3,5,4,3,4
Brian Rolston,TBP,F,12,8,4,4,4,4,5,3,1,9,3,4,2,4,2
Olli Jokinen,TBP,F,13,9,4,5,5,3,4,4,1,9,4,4,2,4,3
Sergei Samsonov,TBP,F,14,5,5,6,4,1,3,1,0,11,4,5,2,4,1
Corey Perry,TBP,F,10,8,5,4,3,5,3,2,0,6,3,2,3,3,3
David Backes,TBP,F,42,10,5,4,3,4,3,2,0,8,3,2,2,3,2
Mark Streit,TBP,D,32,7,5,4,3,3,3,1,1,6,3,6,1,3,1
Duncan Keith,TBP,D,5,6,5,4,3,3,2,2,1,4,1,6,3,3,3
Andrej Sekera,TBP,D,4,6,4,2,1,2,1,2,1,2,0,6,1,2,1
Shane Doan,VHV,F,19,10,4,3,4,4,4,5,0,7,3,5,3,4,4
Brandon Dubinsky,VHV,F,17,8,3,2,1,2,1,1,1,4,0,2,1,2,1
Brenden Morrow,VHV,F,10,8,5,4,4,4,4,2,1,10,4,2,2,3,2
Jason Arnott,VHV,F,29,11,4,3,4,4,4,4,0,9,4,4,3,4,4
Sergei Fedorov,VHV,F,91,8,5,5,4,3,4,1,1,13,4,5,2,4,1
Jay Bouwmeester,VHV,D,4,9,5,4,3,5,3,4,1,10,2,6,3,3,3
Sami Salo,VHV,D,6,9,4,4,3,4,5,3,0,7,4,6,2,4,2
Marc-Edouard Vlasic,VHV,D,44,6,5,3,2,5,3,1,1,3,2,6,1,3,1
Brian Gionta,WDY,F,21,4,4,4,4,4,3,2,0,9,3,2,2,3,2
Simon Gagne,WDY,F,12,7,5,4,5,3,4,1,1,12,4,5,1,3,3
Alexander Steen,WDY,F,20,8,4,3,3,4,3,1,1,4,3,2,2,3,2
Kris Draper,WDY,F,33,6,4,4,3,5,3,4,1,7,3,6,3,3,3
Scott Gomez,WDY,F,91,7,5,4,4,5,3,2,1,9,2,2,3,4,3
Oleg Tverdovsky,WDY,D,6,8,5,4,4,1,4,1,1,10,4,4,1,4,1
Matt Carle,WDY,D,25,8,4,4,3,5,3,2,1,6,3,6,2,3,2
Keith Ballard,WDY,D,2,8,5,4,3,2,3,2,1,5,2,6,3,3,3
