Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Fredrik Modin,HIG,F,19,10,4,4,4,4,5,3,1,7,4,4,2,3,3
Jeff Carter,HIG,F,17,7,5,4,4,4,3,2,0,8,3,2,3,3,3
Vaclav Prospal,HIG,F,45,7,4,4,4,3,3,2,1,9,4,5,2,4,2
Brent Seabrook,HIG,D,7,10,4,4,3,4,3,2,0,4,2,6,3,3,3
Chris Pronger,HIG,D,25,10,4,4,5,5,4,6,1,9,3,6,4,4,5
Nicklas Lidstrom,HIG,D,5,6,3,3,4,6,3,2,1,11,2,6,3,4,3
Pavel Datsyuk,HOT,F,13,7,6,5,5,6,4,1,1,14,4,2,2,4,2
Alexander Frolov,HOT,F,24,8,5,4,4,3,4,1,0,11,4,2,2,4,2
Joe Sakic,HOT,F,19,7,5,4,5,3,4,2,1,9,5,6,2,5,2
Brandon Dubinsky,HOT,F,17,8,5,4,3,5,3,2,1,5,3,2,3,3,3
Kyle Turris,HOT,F,91,3,3,2,2,2,2,2,0,3,0,2,1,3,1
Sheldon Souray,HOT,D,44,10,5,4,4,5,6,4,1,7,4,6,3,4,4
Andrei Markov,HOT,D,79,8,4,4,3,4,3,2,1,9,4,4,3,4,2
Keith Yandle,HOT,D,3,6,5,3,2,3,2,1,1,7,2,6,1,2,1
Steve Sullivan,ING,F,26,3,5,4,4,3,3,1,0,9,3,6,1,4,1
Patrick Kane,ING,F,88,2,4,4,4,3,4,2,1,10,3,2,3,4,3
Dainius Zubrus,ING,F,16,11,4,4,4,2,4,3,1,10,3,4,1,4,3
Doug Weight,ING,F,39,7,4,4,5,3,3,2,1,10,3,4,4,5,2
Jere Lehtinen,ING,F,26,7,4,4,4,6,4,3,0,10,3,4,2,3,2
John-Michael Liles,ING,D,4,5,5,3,3,4,3,1,1,4,2,6,2,3,2
Pavel Kubina,ING,D,31,11,3,3,3,3,4,4,0,8,4,2,2,4,2
Darryl Sydor,ING,D,5,8,3,4,3,4,4,3,1,9,3,4,1,4,1
Evgeni Malkin,KVK,F,71,6,5,4,6,5,5,2,1,15,5,2,3,4,3
Alex Ovechkin,KVK,F,8,12,5,5,6,5,6,2,0,15,4,2,3,4,3
Alexander Radulov,KVK,F,47,7,5,4,4,4,4,2,1,9,4,2,3,3,3
Valtteri Filppula,KVK,F,51,6,5,4,3,6,4,1,1,5,4,2,2,3,2
Derek Roy,KVK,F,9,6,5,5,4,4,4,2,1,9,4,4,3,4,3
Andrej Meszaros,KVK,D,14,10,5,4,3,2,3,2,1,5,2,6,3,3,3
Brian Campbell,KVK,D,51,6,4,5,4,3,4,3,1,11,2,6,1,5,2
Brent Burns,KVK,D,88,8,5,5,4,3,4,4,0,11,3,6,3,4,3
Shawn Horcoff,MHA,F,10,8,5,4,5,3,2,0,1,14,5,6,0,4,3
Rob Niedermayer,MHA,F,44,8,4,5,3,4,2,3,1,7,1,6,2,3,1
Rod Brind'Amour,MHA,F,17,7,3,4,4,5,4,3,1,7,4,5,3,4,3
Derek Boogaard,MHA,F,24,15,4,4,1,2,1,2,0,7,0,2,3,2,3
Jordin Tootoo,MHA,F,22,6,3,3,2,2,3,2,0,5,3,2,3,2,3
Chris Chelios,MHA,D,24,6,4,3,4,5,4,5,0,9,3,4,3,4,5
Andy Sutton,MHA,D,25,13,3,2,2,4,4,6,1,4,3,6,4,3,5
Raitis Ivanans,MHA,D,41,15,4,4,1,1,3,2,1,1,4,2,4,1,4
Phil Kessel,MHT,F,81,5,4,3,3,3,3,1,0,5,3,2,2,3,2
Ryan Malone,MHT,F,12,10,5,5,4,4,4,2,1,8,5,2,3,3,3
Radek Dvorak,MHT,F,99,7,5,5,3,4,4,2,0,7,4,4,1,4,1
Marco Sturm,MHT,F,16,7,4,5,3,4,2,2,1,7,3,3,1,3,2
Andy McDonald,MHT,F,10,5,4,5,3,3,3,2,1,8,3,2,3,3,3
Bret Hedican,MHT,D,6,8,5,5,3,3,2,2,1,7,3,3,0,3,2
Mark Giordano,MHT,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Harrold,MHT,D,7,6,5,4,2,4,3,1,0,9,4,6,1,2,1
Jason Blake,MGG,F,55,5,4,5,4,3,1,1,1,9,1,4,1,4,2
Matt Cullen,MGG,F,8,7,4,4,4,4,3,3,1,9,5,5,3,4,2
Todd White,MGG,F,12,6,4,3,3,2,4,2,1,6,4,2,2,3,2
Patrick Marleau,MGG,F,12,9,5,5,4,3,4,2,1,9,4,2,1,4,2
Ryan Getzlaf,MGG,F,15,10,5,5,5,5,4,2,0,12,4,2,3,4,3
Jordan Leopold,MGG,D,44,7,4,4,3,3,4,2,0,4,2,2,1,4,3
Chris Phillips,MGG,D,4,9,5,4,2,5,4,4,1,9,2,6,3,2,3
Scott Walker,MGG,D,24,10,3,3,4,4,4,5,0,6,3,3,4,3,5
Ryan Kesler,NBK,F,17,8,5,4,3,4,3,2,0,5,4,2,3,2,3
Jaromir Jagr,NBK,F,68,12,5,4,6,3,4,2,1,11,5,3,3,5,1
Chris Kunitz,NBK,F,14,6,5,4,3,5,3,2,1,10,3,5,3,3,3
Drew Stafford,NBK,F,21,9,4,4,3,3,4,2,0,8,4,2,3,3,3
Claude Giroux,NBK,F,18,5,3,2,1,2,3,1,0,2,3,2,1,2,0
Ryan Whitney,NBK,D,19,9,4,4,3,4,3,2,1,7,3,6,3,3,3
Erik Johnson,NBK,D,6,10,5,4,3,3,3,2,0,7,2,6,2,3,2
Willie Mitchell,NBK,D,8,8,4,4,2,5,4,4,1,8,3,6,3,4,3
Dany Heatley,OCW,F,15,9,5,5,5,4,6,2,1,13,5,2,3,4,3
Alexander Semin,OCW,F,28,8,4,4,4,2,4,2,0,9,4,2,3,3,3
David Krejci,OCW,F,46,4,3,3,3,2,3,1,0,8,3,2,2,3,2
Ales Hemsky,OCW,F,83,6,4,4,5,2,4,2,0,11,3,2,2,4,2
Patrice Bergeron,OCW,F,37,5,5,5,4,3,3,3,0,12,3,4,2,4,3
Shea Weber,OCW,D,6,9,5,4,3,3,6,2,0,7,2,6,3,3,3
Eric Brewer,OCW,D,4,10,4,3,3,4,5,3,1,7,4,5,1,4,3
Kimmo Timonen,OCW,D,44,7,5,4,4,4,4,3,1,9,4,5,3,4,1
Marian Hossa,PIT,F,18,7,5,4,5,4,4,2,1,11,4,3,2,3,2
Vyacheslav Kozlov,PIT,F,19,6,4,3,3,2,3,1,1,6,3,2,2,3,2
Sergei Samsonov,PIT,F,14,5,4,6,4,1,3,1,0,11,4,5,2,4,1
Paul Kariya,PIT,F,9,5,6,5,5,3,3,1,1,4,4,5,4,4,3
Derick Brassard,PIT,F,16,5,3,3,1,2,2,1,1,10,3,2,1,1,1
Andy Greene,PIT,D,6,6,5,3,1,4,2,1,1,4,2,6,2,2,2
Aaron Miller,PIT,D,3,8,4,3,3,5,4,5,0,9,2,6,1,4,4
Tomas Kaberle,PIT,D,15,8,4,4,4,4,4,2,1,8,4,4,1,5,1
Milan Hejduk,PRO,F,23,6,5,5,5,2,3,2,0,10,5,4,3,3,2
Mike Modano,PRO,F,9,8,4,5,4,3,3,1,1,9,4,4,1,4,1
Tomas Plekanec,PRO,F,14,7,5,4,4,4,4,2,1,10,4,5,3,3,3
Jordan Staal,PRO,F,11,10,4,3,3,3,2,2,1,3,2,2,3,2,3
Brendan Shanahan,PRO,F,19,10,4,3,5,4,4,4,0,9,5,4,4,4,4
Ruslan Salei,PRO,D,24,9,4,4,3,4,4,5,1,7,3,5,4,3,5
Dan Boyle,PRO,D,22,6,3,4,4,4,0,2,0,9,1,6,2,4,4
Matt Niskanen,PRO,D,5,6,4,4,2,6,3,2,0,4,3,6,2,3,2
Ilya Kovalchuk,RIC,F,17,10,5,5,5,2,4,2,0,13,5,2,3,3,3
Rick Nash,RIC,F,61,9,5,4,4,3,3,2,1,10,3,2,3,3,3
Jason Pominville,RIC,F,29,5,5,4,5,5,4,1,0,11,4,5,2,4,2
Joe Thornton,RIC,F,19,11,4,4,5,6,5,2,1,13,5,2,3,4,3
Johan Franzen,RIC,F,93,11,4,4,3,2,3,2,1,7,4,2,3,2,3
Derek Morris,RIC,D,53,8,3,4,3,3,4,4,0,8,3,3,2,4,2
Bryan McCabe,RIC,D,24,9,3,3,4,3,5,5,1,9,4,3,3,4,5
Ryan Suter,RIC,D,20,7,5,5,3,3,3,2,1,9,2,6,3,3,3
Loui Eriksson,SAG,F,21,5,4,3,3,4,4,2,1,6,4,2,2,3,2
Ray Whitney,SAG,F,13,5,4,4,4,3,4,1,0,7,4,5,3,4,1
Richard Zednik,SAG,F,20,8,5,4,4,2,4,3,1,7,4,4,0,2,3
David Backes,SAG,F,42,10,4,4,3,2,3,2,0,6,3,2,3,3,3
Teemu Selanne,SAG,F,8,8,5,5,5,3,4,2,0,12,4,4,4,5,2
Duncan Keith,SAG,D,2,6,4,3,3,5,3,2,1,4,3,6,3,3,3
Dustin Byfuglien,SAG,D,33,15,5,4,3,3,6,2,0,7,4,6,3,3,3
Tobias Enstrom,SAG,D,39,4,4,4,3,3,4,1,1,4,3,3,1,4,1
Antoine Vermette,SOV,F,20,7,5,4,4,3,4,2,1,8,4,5,3,3,3
Chris Drury,SOV,F,23,5,4,4,4,3,4,2,0,10,4,5,2,4,2
Vincent Lecavalier,SOV,F,4,8,5,5,6,2,5,3,1,11,5,5,1,4,2
Ryan Callahan,SOV,F,24,5,4,3,2,5,2,2,0,6,3,2,2,1,2
Ryan Smyth,SOV,F,94,7,4,4,4,3,4,4,1,9,4,3,4,4,3
Adrian Aucoin,SOV,D,33,9,4,3,3,4,5,3,0,9,4,6,4,4,4
Adam Foote,SOV,D,52,9,4,4,3,5,3,5,0,8,2,5,4,3,5
Hal Gill,SOV,D,2,12,2,2,3,5,4,6,1,5,3,6,4,3,5
Patrick Sharp,SHS,F,10,7,5,4,4,5,4,2,0,9,5,2,3,3,3
Alex Tanguay,SHS,F,40,6,4,5,4,4,2,1,1,12,4,4,1,4,3
Andrei Kostitsyn,SHS,F,46,7,5,4,4,5,4,1,1,8,5,2,2,3,2
Eric Staal,SHS,F,12,8,5,5,5,3,4,2,1,12,4,2,3,4,3
Bryan Little,SHS,F,11,7,4,3,2,3,3,1,0,7,3,2,1,2,1
Sergei Zubov,SHS,D,56,8,4,4,4,3,4,2,0,9,5,2,1,5,2
Andrej Sekera,SHS,D,44,6,5,4,2,4,3,2,1,8,3,6,1,2,1
Patrice Brisebois,SHS,D,71,8,5,4,3,2,3,2,0,9,3,4,2,4,2
Peter Forsberg,SVF,F,21,8,5,4,6,3,3,4,1,11,4,5,3,5,3
Dustin Brown,SVF,F,23,7,4,4,4,2,4,2,0,9,4,5,3,3,3
Mikko Koivu,SVF,F,9,8,5,4,4,5,4,2,1,10,3,2,3,4,3
Jamie Langenbrunner,SVF,F,15,7,4,4,4,4,4,4,0,10,3,4,3,3,4
David Perron,SVF,F,57,5,5,4,3,5,4,2,0,7,5,2,2,3,2
Rob Blake,SVF,D,4,11,3,3,4,4,5,5,0,9,2,4,4,4,4
Mathieu Schneider,SVF,D,11,7,4,4,4,4,5,2,1,9,4,5,3,5,2
Alexander Edler,SVF,D,23,10,4,5,2,4,2,2,1,3,2,6,3,2,3
Daniel Sedin,SUM,F,22,6,5,5,5,3,4,2,1,14,4,4,1,2,1
Henrik Sedin,SUM,F,33,6,5,5,5,3,4,2,1,14,4,4,1,2,1
John Madden,SUM,F,11,9,3,5,4,5,2,3,0,8,2,5,2,3,2
Petr Sykora,SUM,F,17,7,4,4,4,2,5,2,1,9,4,4,3,4,2
Todd Marchant,SUM,F,22,5,4,5,2,4,2,2,1,2,3,2,3,1,3
Jack Johnson,SUM,D,3,7,4,3,1,2,2,2,1,2,2,6,3,1,3
Joni Pitkanen,SUM,D,25,8,5,4,3,2,3,2,1,6,3,6,3,3,3
Dennis Wideman,SUM,D,6,7,4,4,3,4,3,2,0,5,3,6,3,3,3
Patrik Elias,SUN,F,26,7,5,5,5,2,4,2,1,9,4,4,4,3,1
Thomas Vanek,SUN,F,26,8,5,4,4,3,4,2,0,12,4,2,3,3,3
Dustin Penner,SUN,F,27,13,5,4,3,2,3,2,1,7,3,2,3,3,3
Brad Isbister,SUN,F,21,11,4,3,4,3,4,4,0,7,4,3,3,4,4
Pierre Turgeon,SUN,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Hamrlik,SUN,D,44,8,3,4,3,4,4,3,1,10,3,2,2,4,2
Ed Jovanovski,SUN,D,55,9,4,4,5,3,4,4,1,9,4,4,3,4,5
Jamie Rivers,SUN,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Zajac,TAI,F,19,7,4,3,3,3,3,1,0,4,3,2,2,3,2
Mike Ribeiro,TAI,F,63,4,5,4,5,5,3,1,1,15,6,4,1,5,3
Jeremy Roenick,TAI,F,27,8,4,5,4,2,3,4,0,7,4,4,4,3,4
Martin Havlat,TAI,F,24,6,5,4,5,3,1,0,1,12,3,4,0,4,2
Sergei Fedorov,TAI,F,91,8,5,5,4,4,3,1,1,12,4,5,1,4,1
Mathieu Dandenault,TAI,D,17,5,5,4,4,3,4,1,1,4,3,3,0,5,1
James Wisniewski,TAI,D,25,8,4,5,3,3,3,2,0,6,3,3,1,3,2
Lubomir Visnovsky,TAI,D,43,8,5,4,3,4,3,2,0,5,3,5,3,3,3
Joffrey Lupul,TEG,F,15,8,5,4,4,4,4,2,0,10,3,2,2,3,2
Alexei Kovalev,TEG,F,27,9,5,5,4,1,3,2,1,11,5,5,2,3,1
Justin Williams,TEG,F,11,6,5,4,4,2,3,3,0,4,2,4,1,3,1
Pavol Demitra,TEG,F,38,8,5,4,4,3,4,2,1,9,4,3,1,4,1
Mike Fisher,TEG,F,12,9,4,3,4,2,2,3,0,10,3,5,3,3,5
Paul Martin,TEG,D,7,6,4,4,3,6,3,1,1,6,2,6,2,3,2
Brian Rafalski,TEG,D,28,7,5,4,5,5,3,1,0,11,2,6,1,4,3
Dion Phaneuf,TEG,D,3,9,5,4,4,6,3,2,1,9,2,5,5,4,5
Brian Rolston,TBP,F,12,8,4,5,4,4,5,3,1,7,3,4,2,4,2
Olli Jokinen,TBP,F,15,9,4,5,5,3,4,4,1,9,4,4,4,4,3
Marc Savard,TBP,F,91,6,5,4,5,2,3,3,1,9,3,4,3,5,2
Corey Perry,TBP,F,10,8,5,4,4,5,4,2,0,9,4,2,3,3,3
Bobby Ryan,TBP,F,54,9,5,4,3,4,4,1,0,10,4,2,1,3,1
Mark Streit,TBP,D,32,7,4,5,4,5,4,1,1,9,3,6,2,4,2
Duncan Keith,TBP,D,5,5,5,3,4,2,2,2,0,3,0,6,1,4,1
Jay Bouwmeester,TBP,D,4,9,5,4,3,3,3,4,1,9,3,6,3,3,3
Shane Doan,VHV,F,19,10,4,4,4,4,4,5,0,7,3,5,4,3,4
Milan Lucic,VHV,F,17,10,5,4,3,3,3,2,1,4,3,2,3,3,3
Tomas Holmstrom,VHV,F,96,7,4,4,3,3,4,5,1,10,3,4,4,2,4
Jason Arnott,VHV,F,29,11,4,3,4,4,4,4,0,9,4,5,4,4,4
Henrik Zetterberg,VHV,F,40,6,5,4,5,6,4,2,1,14,4,2,2,4,2
Kevin Bieksa,VHV,D,3,8,5,4,3,4,2,2,0,9,1,4,3,3,3
Scott Niedermayer,VHV,D,27,8,5,5,5,4,4,1,1,10,4,3,1,5,1
Marc-Edouard Vlasic,VHV,D,44,6,4,3,2,2,2,1,1,3,1,6,2,2,2
Brian Gionta,WDY,F,14,4,4,4,4,4,3,2,0,8,3,2,3,3,3
Simon Gagne,WDY,F,12,7,4,5,4,3,4,2,1,11,3,4,0,4,0
Alexander Steen,WDY,F,10,8,4,4,3,3,3,2,1,7,3,2,2,3,2
Nicklas Backstrom,WDY,F,19,5,5,4,4,5,4,1,1,10,3,2,2,4,2
Scott Gomez,WDY,F,22,7,5,4,4,5,3,2,1,10,2,2,2,4,2
Kyle McLaren,WDY,D,4,10,3,3,3,4,4,5,1,7,3,5,4,2,4
Matt Carle,WDY,D,3,8,5,3,2,4,2,2,1,5,1,6,2,2,2
Keith Ballard,WDY,D,2,8,5,4,2,4,2,2,1,2,2,6,3,2,3
