Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Marc-Andre Fleury,MGG,G,32,6,4,4,4,3,4,0,0,0,0,5,5,6,6
Mike Smith,MGG,G,41,10,5,4,1,3,3,0,0,0,0,4,4,4,4
Chris Osgood,NBK,G,30,5,4,4,4,4,5,0,0,0,0,5,5,5,5
Chris Mason,NBK,G,31,6,3,4,1,2,3,0,1,0,0,3,3,3,3
Marc-Andre Fleury,OCW,G,29,4,6,4,4,5,4,0,0,0,0,5,5,6,6
Alex Auld,OCW,G,31,7,5,3,0,3,4,0,1,0,0,4,4,4,4
Dwayne Roloson,PIT,G,35,5,3,4,3,4,5,0,0,0,0,5,5,5,6
Ilya Bryzgalov,PIT,G,30,8,5,4,2,3,5,0,1,0,0,4,4,4,4
Tim Thomas,PRO,G,30,7,5,5,0,4,5,0,1,0,0,5,5,5,5
Johan Hedberg,PRO,G,1,6,4,4,4,5,4,0,0,0,0,5,5,5,5
Nikolai Khabibulin,RIC,G,39,7,4,4,4,5,5,0,1,0,0,4,4,5,5
Ty Conklin,RIC,G,35,5,3,4,1,4,5,0,1,0,0,4,4,4,4
Curtis Joseph,SAG,G,31,6,3,3,5,6,4,0,0,0,0,4,4,5,5
Josh Harding,SAG,G,29,6,3,3,1,2,4,0,0,0,0,3,4,4,3
Niklas Backstrom,SOV,G,32,7,4,4,0,5,5,0,1,0,0,4,5,5,4
Antero Niittymaki,SOV,G,30,9,5,3,0,2,4,0,1,0,0,4,4,4,4
Miikka Kiprusoff,SHS,G,34,6,5,4,5,5,6,0,0,0,0,5,5,6,6
Jason LaBarbera,SHS,G,35,11,4,3,0,2,4,0,1,0,0,3,4,4,3
Jean-Sebastien Giguere,SVF,G,35,7,5,5,4,5,5,0,1,0,0,6,6,6,6
Erik Ersberg,SVF,G,31,5,5,4,0,3,6,0,1,0,0,3,3,3,3
Martin Biron,SUM,G,43,3,4,4,4,4,5,0,1,0,0,6,5,6,6
Corey Crawford,SUM,G,31,5,4,4,0,2,0,0,0,0,0,3,2,2,3
Cam Ward,SUN,G,30,5,4,4,4,4,5,0,0,0,0,6,5,5,6
Ed Belfour,SUN,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vesa Toskala,TAI,G,35,3,4,4,4,5,4,0,0,0,0,5,5,5,5
Pekka Rinne,TAI,G,35,8,5,4,0,2,2,0,1,0,0,4,3,3,4
Jocelyn Thibault,TEG,G,41,4,5,5,3,3,4,0,1,0,0,4,5,5,4
Peter Budaj,TEG,G,31,7,5,4,1,3,3,0,1,0,0,4,4,4,4
Brian Boucher,TBP,G,33,6,5,4,4,4,4,0,1,0,0,5,5,5,5
Jonas Hiller,TBP,G,1,5,3,4,3,4,4,0,1,0,0,5,5,6,6
Martin Brodeur,VHV,G,30,9,6,4,6,6,5,0,0,0,0,6,6,5,5
Thomas Greiss,VHV,G,31,7,4,4,0,2,2,0,1,0,0,4,3,3,4
Stephen Valiquette,WDY,G,40,8,3,3,4,5,5,0,0,0,0,3,3,4,4
Manny Legace,WDY,G,34,8,3,4,2,4,4,0,1,0,0,3,4,4,3
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
