Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Allen York,NBK,G,41,6,2,3,0,4,4,0,0,0,0,5,4,4,5
Marc-Andre Fleury,OCW,G,29,4,5,4,3,5,5,0,0,0,0,4,5,4,6
Robin Lehner,OCW,G,40,10,4,3,0,2,0,0,0,0,0,4,3,3,4
Cam Ward,PIT,G,30,5,5,5,3,4,4,0,0,0,0,5,5,6,5
Martin Biron,PIT,G,43,5,3,4,2,3,4,0,0,0,0,4,5,3,4
Tim Thomas,PRO,G,30,7,5,5,1,3,4,0,0,0,0,6,6,5,5
Devan Dubnyk,PRO,G,40,6,5,4,1,2,4,0,0,0,0,3,4,4,3
Ben Bishop,RIC,G,30,9,5,4,0,3,3,0,0,0,0,4,4,4,4
Jonathan Bernier,RIC,G,45,4,3,3,0,3,3,0,0,0,0,4,3,3,4
Josh Harding,ROC,G,37,6,5,3,0,2,4,0,1,0,0,3,4,4,3
Ray Emery,ROC,G,30,7,4,5,1,2,2,0,0,0,0,3,3,3,3
Miikka Kiprusoff,SHS,G,34,6,5,6,4,6,5,0,0,0,0,4,4,5,5
Al Montoya,SHS,G,35,6,5,3,0,1,2,0,0,0,0,3,2,2,3
Martin Brodeur,SVF,G,30,9,4,5,4,5,4,0,0,0,0,3,5,4,5
Anton Khudobin,SVF,G,35,4,5,4,0,2,2,0,0,0,0,2,4,4,2
Ryan Miller,SUM,G,30,3,5,5,0,3,4,0,0,0,0,6,6,6,6
Corey Crawford,SUM,G,50,5,5,3,0,2,2,0,0,0,0,3,3,3,3
Nikolai Khabibulin,TAI,G,35,8,5,5,3,5,4,0,0,0,0,4,5,4,5
James Reimer,TAI,G,34,8,3,3,0,1,2,0,0,0,0,4,3,3,4
Peter Budaj,TEG,G,30,7,4,3,3,3,4,0,1,0,0,4,4,4,4
Sergei Bobrovsky,TEG,G,35,6,4,5,0,1,2,0,0,0,0,4,2,2,4
Jonas Hiller,TBP,G,1,7,4,5,4,5,4,0,1,0,0,5,5,6,4
Niklas Backstrom,TBP,G,32,7,4,4,2,3,4,0,0,0,0,5,4,4,5
Thomas Greiss,VHV,G,1,7,5,3,0,4,4,0,0,0,0,4,4,4,4
Antti Niemi,VHV,G,31,9,5,4,0,3,4,0,0,0,0,4,4,4,4
Jaroslav Halak,WDY,G,41,5,5,3,0,5,5,0,0,0,0,5,5,5,5
Tomas Vokoun,WDY,G,29,6,4,4,2,3,4,0,1,0,0,5,5,5,5
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
