Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Tyler Seguin,BFC,F,19,5,5,4,4,5,4,2,0,11,4,2,2,3,2
Brandon Saad,BFC,F,43,7,4,2,1,1,1,1,1,2,0,2,1,2,0
Zdeno Chara,BFC,D,33,15,5,4,4,6,5,5,1,11,3,4,5,3,5
Kris Letang,BFC,D,58,7,5,5,4,5,4,2,0,10,3,6,3,4,3
Nick Leddy,BFC,D,8,4,2,3,3,3,2,1,1,5,1,6,1,3,1
Joffrey Lupul,DHG,F,19,8,4,4,5,3,4,2,0,13,4,2,3,4,3
Alex Tanguay,DHG,F,40,6,3,5,5,3,1,0,1,13,4,5,0,4,2
Matt Moulson,DHG,F,26,6,4,4,4,3,4,1,1,10,5,2,1,3,1
John Madden,DHG,F,10,6,4,5,5,2,4,1,1,7,3,3,2,2,3
Andrew Brunette,DHG,F,15,9,3,4,6,3,4,2,1,12,2,4,3,2,1
Eric Brewer,DHG,D,2,10,2,4,4,5,5,4,1,12,2,3,4,2,4
Cory Sarich,DHG,D,6,9,3,3,6,4,5,2,0,15,1,2,2,3,3
Jack Johnson,DHG,D,3,7,5,4,3,3,3,2,1,5,3,6,3,3,3
Brian Rolston,GRH,F,11,9,4,4,6,3,4,3,1,6,4,3,3,2,3
Scott Hartnell,GRH,F,19,8,4,5,4,3,4,2,1,9,5,2,5,3,5
P.A. Parenteau,GRH,F,15,7,4,4,4,2,4,2,0,10,4,2,4,4,4
David Moss,GRH,F,25,8,4,5,6,1,3,3,0,6,4,5,2,1,3
Brandon Dubinsky,GRH,F,17,8,5,4,3,4,3,2,1,5,3,2,4,3,4
Pavel Kubina,GRH,D,13,15,3,5,4,6,3,3,0,9,3,2,1,2,1
Jaroslav Spacek,GRH,D,6,8,4,4,3,5,4,3,1,12,2,3,2,4,1
Ryan Whitney,GRH,D,6,9,4,4,3,2,3,1,1,7,3,6,2,3,2
Sergei Kostitsyn,HAM,F,74,6,5,4,3,4,5,2,1,7,6,2,3,3,3
Jaden Schwartz,HAM,F,17,5,4,2,3,1,1,1,1,4,0,2,1,2,0
Nathan Horton,HAM,F,18,11,5,5,4,3,5,2,0,9,6,2,3,3,3
Ilya Kovalchuk,HAM,F,71,10,4,5,5,3,4,2,0,12,4,2,3,4,3
Troy Brouwer,HAM,F,36,10,5,4,3,3,4,2,0,4,5,2,3,2,3
Kimmo Timonen,HAM,D,44,7,5,5,5,4,4,1,1,12,2,3,1,3,1
Oliver Ekman-Larsson,HAM,D,23,4,4,4,3,4,3,2,1,9,3,6,3,3,3
Brian Campbell,HAM,D,51,6,5,4,4,3,4,2,1,9,1,6,1,4,2
Corey Perry,HIG,F,10,8,5,4,4,2,4,2,0,13,5,2,4,3,4
Sean Couturier,HIG,F,14,7,4,4,3,4,3,1,1,11,4,2,1,2,1
Carl Hagelin,HIG,F,62,4,4,6,3,5,4,2,1,8,4,2,2,3,2
Bobby Ryan,HIG,F,6,9,5,4,4,3,4,2,0,8,5,2,3,3,3
Valtteri Filppula,HIG,F,51,6,5,4,4,5,5,1,1,9,5,2,1,4,1
Brent Seabrook,HIG,D,7,10,5,4,3,6,3,1,0,5,2,6,2,3,2
Chris Pronger,HIG,D,20,10,3,4,4,6,5,4,1,9,2,4,4,2,5
Ryan Ellis,HIG,D,49,4,5,5,3,4,3,1,0,9,3,6,1,3,1
Teemu Selanne,ING,F,8,8,3,4,6,3,4,1,0,12,5,4,3,5,1
Patrick Kane,ING,F,88,2,6,5,4,4,4,2,1,13,3,2,3,4,3
Dainius Zubrus,ING,F,9,11,3,4,6,2,4,2,1,6,4,3,3,4,3
Jaromir Jagr,ING,F,68,12,3,4,6,1,3,1,1,9,4,3,2,3,2
Pavel Datsyuk,ING,F,13,7,5,4,4,5,4,1,1,11,4,2,1,4,1
Drew Doughty,ING,D,86,7,5,4,3,5,3,4,0,12,2,6,3,3,3
Rostislav Klesla,ING,D,16,9,3,3,5,5,3,3,1,9,3,3,1,4,2
Erik Karlsson,ING,D,65,4,6,5,4,6,4,2,0,13,3,6,3,4,3
Michael Grabner,ITA,F,40,4,5,3,3,3,3,1,1,5,4,2,1,2,1
Gustav Nyquist,ITA,F,14,3,3,5,3,2,3,1,1,10,3,2,1,3,1
Mats Zuccarello,ITA,F,36,4,3,2,2,1,1,2,1,10,0,2,1,1,1
Darren Helm,ITA,F,43,4,5,3,3,4,3,1,1,5,3,2,1,3,1
Andrew Cogliano,ITA,F,7,4,5,3,2,4,3,1,1,3,4,2,1,2,1
Tyson Barrie,ITA,D,41,6,4,3,1,1,3,1,0,10,3,6,1,2,0
Jeff Petry,ITA,D,2,7,5,4,3,3,3,2,0,4,3,6,2,3,2
Braydon Coburn,ITA,D,5,10,5,4,2,5,3,2,1,3,2,6,3,3,3
Evgeni Malkin,KAR,F,71,6,5,5,6,4,5,2,1,15,5,2,3,5,3
Alex Ovechkin,KAR,F,8,12,5,4,4,3,6,2,0,10,4,2,2,3,2
Nazem Kadri,KAR,F,91,3,4,4,3,2,4,2,1,10,6,2,1,1,1
Blake Wheeler,KAR,F,26,5,5,4,4,3,4,2,0,9,3,2,3,4,3
David Backes,KAR,F,42,10,5,4,3,5,4,2,0,8,4,2,4,3,4
Christian Ehrhoff,KAR,D,77,7,4,4,3,3,3,2,1,7,2,6,3,3,3
John Carlson,KAR,D,74,8,4,4,3,3,3,1,0,4,2,6,2,3,2
Brent Burns,KAR,D,88,11,4,5,4,5,5,3,0,9,3,3,2,4,3
Alexander Steen,MHA,F,20,8,5,4,3,3,3,2,1,9,3,2,2,3,2
Jordan Staal,MHA,F,11,10,4,4,4,4,5,2,1,10,6,2,3,3,3
Ryan Kesler,MHA,F,17,8,5,4,3,4,4,2,0,8,4,2,3,3,3
Martin Erat,MHA,F,10,6,3,4,4,4,5,2,1,10,6,2,2,4,2
Ryan Reaves,MHA,F,75,6,5,3,1,4,2,2,0,3,3,2,4,1,4
Roman Hamrlik,MHA,D,44,8,3,4,5,4,4,3,1,12,3,4,2,3,2
Cody Franson,MHA,D,4,9,5,4,3,3,3,2,0,6,3,6,2,3,2
Jason Garrison,MHA,D,52,7,5,4,3,4,3,2,1,5,3,6,3,3,3
Phil Kessel,MHT,F,81,5,5,4,4,3,4,1,0,11,4,2,2,4,2
Tyler Bozak,MHT,F,42,6,5,4,3,3,5,1,0,8,6,2,2,3,2
Chris Stewart,MHT,F,25,11,5,4,3,4,3,2,0,4,3,2,4,2,4
Marian Gaborik,MHT,F,10,5,3,5,6,1,4,1,0,12,2,3,2,3,1
Jeff Skinner,MHT,F,53,5,4,4,4,3,3,2,1,9,3,2,3,3,3
Torey Krug,MHT,D,47,5,4,3,3,1,2,1,1,2,0,6,1,4,0
Tom Poti,MHT,D,3,9,3,4,4,5,4,2,1,12,2,2,1,2,1
Cam Fowler,MHT,D,4,6,4,3,3,2,3,1,1,9,2,6,2,3,2
Jarome Iginla,MGG,F,12,8,4,4,6,3,4,4,0,12,5,4,4,2,4
Matt Cullen,MGG,F,7,7,4,3,6,2,5,3,1,6,4,4,2,3,1
Mark Scheifele,MGG,F,55,5,4,2,1,1,1,1,0,4,0,2,1,2,0
Patrick Marleau,MGG,F,19,10,4,5,6,3,3,2,1,9,4,4,3,5,2
Ryan Getzlaf,MGG,F,15,10,5,4,5,3,5,3,0,13,5,2,3,4,3
Colin White,MGG,D,5,9,3,3,4,6,4,5,1,3,2,3,4,3,4
Chris Phillips,MGG,D,4,9,4,3,3,5,3,4,1,8,3,6,2,2,2
P.K. Subban,MGG,D,76,8,6,5,3,4,6,2,0,12,2,5,4,3,4
Jordan Eberle,NBK,F,14,5,4,4,4,4,5,1,0,11,6,2,1,4,1
Milan Michalek,NBK,F,9,10,5,5,4,3,5,2,1,9,6,2,3,3,3
Ray Whitney,NBK,F,13,5,5,4,6,1,3,2,0,12,4,1,2,4,2
Logan Couture,NBK,F,39,6,5,4,4,4,4,1,1,12,4,2,2,3,2
Claude Giroux,NBK,F,28,5,5,4,5,4,5,2,0,13,4,2,2,5,2
Duncan Keith,NBK,D,2,6,4,4,3,5,3,2,1,7,1,6,3,4,3
Ryan McDonagh,NBK,D,27,9,4,4,3,6,3,2,1,9,2,6,3,3,3
Roman Josi,NBK,D,59,7,4,4,2,4,5,1,1,12,3,6,1,3,1
John Tavares,OCW,F,91,6,5,5,4,3,4,1,1,13,4,2,2,4,2
T.J. Oshie,OCW,F,74,3,5,4,4,5,4,2,0,8,4,2,3,3,3
Alexander Semin,OCW,F,28,8,5,4,4,4,4,2,0,8,4,2,3,3,3
David Krejci,OCW,F,46,4,5,4,4,2,4,2,0,9,3,2,3,4,3
Patrice Bergeron,OCW,F,37,7,5,5,5,4,4,3,0,12,3,5,2,4,3
Shea Weber,OCW,D,6,9,4,4,3,6,6,2,0,8,3,6,3,3,3
Alex Pietrangelo,OCW,D,27,8,4,4,3,6,4,2,0,10,2,6,3,3,3
Keith Yandle,OCW,D,3,6,5,4,3,5,3,2,1,6,2,6,3,3,3
Marian Hossa,PIT,F,18,8,5,4,6,1,5,1,1,15,3,3,4,4,2
Mika Zibanejad,PIT,F,93,7,4,2,1,1,1,1,0,5,0,2,1,2,1
Brad Marchand,PIT,F,63,5,5,5,4,4,4,2,1,12,6,2,4,3,4
Ryan Callahan,PIT,F,24,5,5,4,4,4,4,2,0,8,4,2,3,3,3
Derick Brassard,PIT,F,16,5,5,4,3,2,4,2,1,7,4,2,3,3,3
Jordan Leopold,PIT,D,44,7,4,4,3,6,4,2,1,12,4,1,1,3,3
Erik Johnson,PIT,D,6,10,3,3,3,3,2,2,0,4,1,6,2,3,2
Tomas Kaberle,PIT,D,15,7,4,4,5,5,3,2,1,9,3,4,1,3,1
Milan Hejduk,PRO,F,23,6,4,4,6,1,4,2,0,9,5,4,3,3,2
Chris Kunitz,PRO,F,15,6,2,4,4,4,4,2,1,12,4,5,3,3,3
Tomas Plekanec,PRO,F,14,7,4,4,4,4,3,2,1,11,4,5,3,3,3
Thomas Vanek,PRO,F,26,8,5,4,4,3,4,2,0,11,4,2,3,3,3
James Van Riemsdyk,PRO,F,21,7,5,4,3,3,3,2,1,9,3,2,2,3,2
Andrew Ference,PRO,D,22,6,3,3,5,5,3,4,1,12,2,2,1,3,3
Joseph Corvo,PRO,D,75,14,3,3,4,6,4,5,1,3,3,5,5,3,5
Hal Gill,PRO,D,2,6,5,3,2,4,3,2,0,3,2,6,3,3,3
Ryan Smyth,RIC,F,94,6,4,4,6,3,5,3,1,6,4,3,4,3,4
Max Pacioretty,RIC,F,67,7,4,4,4,4,5,2,1,12,4,2,3,3,3
Jason Pominville,RIC,F,29,5,5,4,4,3,4,1,0,10,4,5,1,4,1
Joe Thornton,RIC,F,19,11,2,5,4,4,4,2,1,11,4,2,3,4,3
Kyle Okposo,RIC,F,21,6,5,4,3,2,4,2,0,7,5,2,3,3,3
Derek Morris,RIC,D,53,9,4,5,4,4,4,2,0,12,2,2,1,3,1
Andrei Markov,RIC,D,79,8,3,4,3,4,3,2,1,9,1,4,2,3,2
Ryan Suter,RIC,D,20,7,5,4,3,6,4,2,1,9,3,6,2,4,2
Ryan Nugent-Hopkins,ROC,F,93,3,5,4,4,3,5,1,1,12,5,2,2,4,2
Teddy Purcell,ROC,F,16,4,5,4,4,3,5,1,0,9,5,2,2,4,2
Pascal Dupuis,ROC,F,9,7,4,3,6,3,4,2,1,9,4,2,1,2,1
Lauri Korpikoski,ROC,F,28,6,5,3,3,4,4,1,1,5,4,2,1,3,1
Cam Atkinson,ROC,F,13,4,4,4,3,2,4,2,0,10,4,2,1,3,1
Davis Drewiske,ROC,D,44,9,3,4,2,1,4,1,1,5,6,6,1,2,1
Joe Corvo,ROC,D,14,8,4,4,5,5,4,2,0,12,2,4,1,4,2
Dan Girardi,ROC,D,5,8,5,4,3,6,3,1,0,3,2,6,2,3,2
Patrick Sharp,SHS,F,10,7,3,4,4,4,4,2,0,11,4,2,3,4,3
Daniel Alfredsson,SHS,F,8,8,4,4,6,3,4,2,0,9,3,4,3,3,2
Jamie Benn,SHS,F,14,5,4,4,4,4,4,2,1,13,3,2,3,4,3
Eric Staal,SHS,F,12,8,5,4,4,3,4,2,1,10,3,2,3,4,3
Bryan Little,SHS,F,18,7,5,4,3,3,4,2,0,8,5,2,2,3,2
Marc-Edouard Vlasic,SHS,D,44,6,5,3,2,3,3,2,1,5,2,6,3,3,3
Justin Faulk,SHS,D,27,8,4,4,3,2,3,2,0,5,3,6,2,3,2
Kevin Shattenkirk,SHS,D,22,6,3,3,3,6,3,2,0,6,2,6,3,3,3
Milan Lucic,SVF,F,17,10,4,4,4,3,3,5,1,9,6,2,5,3,5
Shane Doan,SVF,F,19,10,3,4,6,2,5,3,0,12,2,4,3,4,4
Mikko Koivu,SVF,F,9,8,4,4,4,3,4,2,1,10,3,2,2,4,2
Brayden Schenn,SVF,F,10,6,2,4,6,2,3,1,1,9,1,2,3,4,2
Anze Kopitar,SVF,F,11,10,5,5,4,5,4,1,1,10,4,2,2,4,2
Nicklas Lidstrom,SVF,D,5,6,3,4,3,6,3,2,1,6,3,6,2,3,2
Adrian Aucoin,SVF,D,33,9,3,4,4,5,5,2,0,15,2,2,4,3,1
Brayden McNabb,SVF,D,81,7,3,3,2,3,3,2,1,9,2,6,1,3,1
Daniel Sedin,SUM,F,22,6,5,5,6,4,5,2,1,15,5,4,2,6,1
Henrik Sedin,SUM,F,33,6,5,5,5,4,5,2,1,15,5,4,2,6,1
Jiri Tlusty,SUM,F,19,8,3,3,3,3,3,2,1,5,3,2,2,3,2
Derek Stepan,SUM,F,21,5,4,4,3,5,4,1,0,7,4,2,2,3,2
Tyler Ennis,SUM,F,63,2,3,5,4,3,5,1,1,9,6,2,1,3,1
Niklas Kronwall,SUM,D,55,6,4,4,3,6,4,2,1,5,4,6,3,3,3
Marc Staal,SUM,D,18,8,5,3,1,4,2,2,1,6,2,6,2,1,2
Alec Martinez,SUM,D,27,8,5,4,2,5,3,1,1,6,3,6,1,2,1
David Desharnais,TAI,F,51,4,5,4,4,4,5,1,1,9,5,2,2,4,2
Matt Frattin,TAI,F,39,7,5,3,2,3,3,2,0,6,3,2,2,2,2
Taylor Hall,TAI,F,4,5,5,4,4,3,4,2,1,13,4,2,3,3,3
Mike Fisher,TAI,F,12,9,5,4,4,4,2,2,0,11,4,5,2,3,3
Matt Duchene,TAI,F,9,7,5,5,3,3,4,1,1,11,4,2,1,3,1
Lubomir Visnovsky,TAI,D,17,6,4,5,5,6,4,1,1,12,5,4,1,4,1
Tobias Enstrom,TAI,D,39,5,4,4,5,4,3,4,1,9,3,5,2,3,3
James Wisniewski,TAI,D,21,8,5,4,3,2,3,2,0,9,2,6,3,3,3
Todd Bertuzzi,TEG,F,44,12,3,3,6,2,4,5,1,6,4,4,5,3,5
Alexei Kovalev,TEG,F,27,10,4,4,4,1,3,2,1,15,5,2,0,4,1
Justin Williams,TEG,F,14,7,4,4,6,3,5,2,0,9,2,5,2,3,0
Tim Connolly,TEG,F,12,6,3,4,6,2,3,1,0,15,3,5,1,3,1
Steven Stamkos,TEG,F,91,7,5,5,5,3,6,2,0,13,6,2,3,3,3
Brad Stuart,TEG,D,23,9,4,4,4,5,4,3,1,9,3,2,1,4,1
Brooks Orpik,TEG,D,44,9,3,4,2,5,3,2,1,3,2,6,3,3,3
Dion Phaneuf,TEG,D,3,9,5,4,3,2,3,2,1,6,2,6,4,3,4
Evander Kane,TBP,F,9,6,5,4,4,3,4,5,1,11,4,2,3,3,3
Olli Jokinen,TBP,F,13,9,4,5,6,1,4,2,1,9,3,5,3,3,4
Daniel Briere,TBP,F,48,5,5,5,6,1,4,1,0,12,2,4,1,5,2
Jeff Carter,TBP,F,7,7,5,4,3,2,4,1,0,9,4,2,2,3,2
Patrik Elias,TBP,F,26,7,3,5,6,1,4,2,1,12,3,5,4,3,1
Anton Stralman,TBP,D,32,5,5,4,3,3,3,2,0,7,2,6,2,3,2
Alex Goligoski,TBP,D,33,5,5,3,3,4,3,1,0,6,2,6,2,3,2
Alexander Edler,TBP,D,23,10,5,4,3,5,3,2,1,7,2,6,3,3,3
Dustin Brown,VHV,F,23,7,5,4,3,5,4,2,0,8,4,5,3,3,3
David Perron,VHV,F,57,5,4,4,4,5,3,2,0,9,6,2,2,3,2
Ryan O'Reilly,VHV,F,37,7,4,4,4,4,3,1,1,10,3,2,1,3,1
Mike Ribeiro,VHV,F,63,4,5,4,5,3,2,2,1,14,4,5,2,5,4
Henrik Zetterberg,VHV,F,40,6,3,4,4,4,4,2,1,10,3,2,3,4,3
Kevin Bieksa,VHV,D,3,8,3,4,3,5,3,2,0,7,2,5,4,3,4
Willie Mitchell,VHV,D,33,8,4,3,3,6,4,2,1,9,2,5,2,4,3
Zach Bogosian,VHV,D,4,7,4,4,3,3,3,2,0,7,2,6,3,3,3
Kyle Turris,WDY,F,7,3,5,4,3,3,3,2,0,8,3,2,3,3,3
Simon Gagne,WDY,F,12,7,4,4,3,3,4,2,1,9,3,4,0,3,1
Andrew Ladd,WDY,F,16,7,5,4,3,3,4,2,1,7,4,2,3,3,3
Jakub Voracek,WDY,F,93,5,4,4,3,4,3,2,1,11,3,2,3,3,3
Nicklas Backstrom,WDY,F,19,5,5,4,5,2,5,2,1,11,5,2,2,4,2
Mattias Ohlund,WDY,D,5,10,2,4,4,5,3,2,1,9,2,3,5,3,4
Grant Clitsome,WDY,D,14,8,5,4,2,2,3,2,1,5,3,6,3,3,3
Matt Carle,WDY,D,25,8,5,4,3,4,2,2,1,5,1,6,3,3,3
